mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh,tinhtrang,nambd
2b0ca1b8xpvaibaexe9afbyrojh5cppnse4aqlhn,1996.0,0.0,bình dương,httt0001,httt,clc,9.0,d480104,3.0,2014.0
5478be78xpvaibaexe9afbyrojh5cik691y5zini,1996.0,1.0,bình định,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
71a74519xpvaibaexe9afbyrojh5cjkylowknb+s,1996.0,0.0,trà vinh,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
5de1d167xpvaibaexe8v1/72rbobbrg+t8nae7n4,1996.0,0.0,kiên giang,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
131ece74xpvaibaexe8v1/72rbobbqhbzrj22mb1,1995.0,1.0,nam định,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
4a7e56e3xpvaibaexe8v1/72rbobbykwi49ywgw3,1996.0,0.0,an giang,cntt0001,kttt,cqui,9.0,d480201,3.0,2014.0
f638c8d6xpvaibaexe8v1/72rbobbfn9oqqibwfa,1996.0,1.0,đồng tháp,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
a5cfc3eaxpvaibaexe8v1/72rbobbqbhkdh9w0n8,1995.0,1.0,bến tre,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
305072bexpvaibaexe8v1/72rbobbqldkr/cqaus,1996.0,1.0,tây ninh,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
2d8479a3xpvaibaexe8v1/72rbobbdohooziilda,1996.0,1.0,lâm đồng,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
c7fb8bcexpvaibaexe9ibrrljjo8dtdpnbom+zoi,1995.0,0.0,hà tĩnh,cntt0001,kttt,cqui,9.0,d480201,3.0,2014.0
9c27d55dxpvaibaexe9ibrrljjo8drjd7zs5tv2/,1996.0,1.0,quảng ngãi,ktpm0001,cnpm,clc,9.0,d480103,5.0,2014.0
1e4a5ac6xpvaibaexe9ibrrljjo8dzdyhhyiuffm,1995.0,1.0,bình dương,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
815dc6d5xpvaibaexe9ibrrljjo8duxgzuc1uglg,1996.0,1.0,kiên giang,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
4edd5b5cxpvaibaexe9ibrrljjo8dcnmx+7jrk7v,1996.0,1.0,bình định,cntt0001,kttt,cqui,9.0,d480201,3.0,2014.0
dfcb1c2axpvaibaexe9ibrrljjo8dsvkhn7bco0u,1996.0,1.0,hồ chí minh,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
2c312957xpvaibaexe9ibrrljjo8db8uugbkonxn,1996.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,5.0,2014.0
116d8d35xpvaibaexe9ibrrljjo8dxjcgxkhn5vw,1996.0,1.0,hồ chí minh,antt2014,mmt&tt,cqui,9.0,d480299,5.0,2014.0
1a5d5f18xpvaibaexe9ibrrljjo8dqilbanrs/mw,1996.0,1.0,long an,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
fbf78ccfxpvaibaexe/gp74oajxkedwqpdhbnp8r,1996.0,1.0,bình thuận,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
6e64155cxpvaibaexe/gp74oajxkeirq/31oa9ak,1996.0,1.0,quảng nam,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
d01fb3c4xpvaibaexe/gp74oajxkeczeu7iokesj,1996.0,1.0,cần thơ,antn2014,mmt&tt,kstn,9.0,d480299,5.0,2014.0
47fbd67dxpvaibaexe/gp74oajxkem9oi1fsfspn,1995.0,1.0,bắc giang,ktmt0001,ktmt,cqui,9.0,d520214,5.0,2014.0
ad9e064bxpvaibaexe/gp74oajxkeai0enpwa1up,1996.0,1.0,hà nội,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
d00e4bbexpvaibaexe/gp74oajxkel+4k2t6b+za,1996.0,1.0,ninh thuận,khmt0001,khmt,cqui,9.0,d480101,8.0,2014.0
855ebab6xpvaibaexe/gp74oajxkefk3gk4jllca,1996.0,1.0,bình định,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
e8b314e9xpvaibaexe/gp74oajxkejbsek9q36ww,1996.0,1.0,lâm đồng,khmt0001,khmt,cqui,9.0,d480101,5.0,2014.0
54a70faaxpvaibaexe/gp74oajxkenztwpyyvrj2,1995.0,1.0,đồng nai,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
39115ee5xpvaibaexe/5sy0p9d9+eodlmffthnpt,1996.0,1.0,hồ chí minh,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
590c5a22xpvaibaexe/5sy0p9d9+eifjn53f5ry7,1996.0,1.0,phú yên,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
3aeb7ab4xpvaibaexe/5sy0p9d9+eb+bpw+utjjt,1996.0,1.0,bình thuận,tmđt2014,httt,cqui,9.0,d480104,5.0,2014.0
2b136363xpvaibaexe/5sy0p9d9+eaxmeiuurm/0,1996.0,1.0,bình định,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
c6662e8fxpvaibaexe/5sy0p9d9+ephiqv5myme7,1996.0,1.0,quảng trị,ktmt0001,ktmt,cqui,9.0,d520214,1.0,2014.0
ea9bd2a7xpvaibaexe/5sy0p9d9+eps3oi33kbrb,1996.0,1.0,hồ chí minh,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
1c3ad212xpvaibaexe/5sy0p9d9+ebbhx2cw35f1,1996.0,1.0,hồ chí minh,antt2014,mmt&tt,cqui,9.0,d480299,3.0,2014.0
d80820a1xpvaibaexe/5sy0p9d9+ellbx9nl4u4e,1995.0,1.0,bình định,cntt0001,kttt,cqui,9.0,d480201,5.0,2014.0
6c74dcbcxpvaibaexe/5sy0p9d9+epojz5kpyb9j,1996.0,1.0,nghệ an,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
a92c7d7expvaibaexe/9xmau/9dsp3zmx8z2su3/,1996.0,1.0,đồng nai,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
d8a433fexpvaibaexe/9xmau/9dsp4hoiznsbfzq,1996.0,1.0,kiên giang,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
431b54f6xpvaibaexe/9xmau/9dspydq+jhizq1j,1996.0,1.0,đà nẵng,cttt2014,httt,cttt,9.0,d480104,5.0,2014.0
acac3501xpvaibaexe/9xmau/9dsp2v7ouutwegf,1996.0,1.0,bình định,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
d0e9ffc8xpvaibaexe/9xmau/9dsp+5xaffkd3sz,1996.0,1.0,khánh hoà,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
0ab2ac8expvaibaexe/9xmau/9dsp7xxxr4qke5q,1996.0,1.0,lâm đồng,cntt2014,kttt,cqui,9.0,d480201,3.0,2014.0
d036af14xpvaibaexe/9xmau/9dsp7w4nlrjh3om,1996.0,1.0,vĩnh long,khmt0001,khmt,cntn,9.0,d480101,3.0,2014.0
8d077f26xpvaibaexe/9xmau/9dspw9rujld3/zi,1996.0,1.0,tiền giang,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
b6b6c879xpvaibaexe/9xmau/9dsp0yxcceovvfr,1996.0,1.0,hồ chí minh,mtcl2014,ktmt,clc,9.0,d520214,3.0,2014.0
3ba2638axpvaibaexe80clygfiftyif9lgijqsfm,1996.0,1.0,hà tĩnh,ktmt0001,ktmt,cqui,9.0,d520214,1.0,2014.0
d8c09ae3xpvaibaexe80clygfiftyaakf5zxmrfn,1996.0,1.0,phú yên,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
d18b24faxpvaibaexe80clygfiftyjs78bgflfgo,1996.0,1.0,bình dương,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
ed218bc0xpvaibaexe80clygfiftybh7rofuplns,1996.0,1.0,nghệ an,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
51aba153xpvaibaexe80clygfiftyc0bypvmjwgh,1996.0,1.0,vĩnh long,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
1d8411abxpvaibaexe80clygfiftygxd+diicdla,1996.0,1.0,lâm đồng,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
6e832832xpvaibaexe80clygfiftyh07deeztbip,1996.0,1.0,hồ chí minh,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
9df18b69xpvaibaexe80clygfiftyhhljkl4y9lt,1995.0,1.0,bình thuận,cttt2014,httt,cttt,9.0,d480104,3.0,2014.0
90eab7d3xpvaibaexe80clygfiftyebxkx3ztlqo,1995.0,1.0,kiên giang,mtcl2014,ktmt,clc,9.0,d520214,5.0,2014.0
9d14729axpvaibaexe8wdgcsqtf3ylz3b0b1w9x0,1996.0,1.0,bà rịa - vũng tàu,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
c61628c0xpvaibaexe8wdgcsqtf3ydxtfc1ziue0,1996.0,1.0,bến tre,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
9884c11cxpvaibaexe8wdgcsqtf3ymswo+0ve8nq,1996.0,1.0,đồng nai,mtcl2014,ktmt,clc,9.0,d520214,3.0,2014.0
812fef5dxpvaibaexe8wdgcsqtf3yakfm+a4rrjk,1996.0,1.0,long an,mtcl2014,ktmt,clc,9.0,d520214,3.0,2014.0
51f5cc70xpvaibaexe8wdgcsqtf3yjidzh0cwn7t,1996.0,1.0,quảng ngãi,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
414cd0cdxpvaibaexe8wdgcsqtf3yif1jfcxonbd,1996.0,1.0,bình dương,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
7075be69xpvaibaexe8wdgcsqtf3yhqhmzrdl1yc,1996.0,1.0,tây ninh,ktmt0001,ktmt,cqui,9.0,d520214,1.0,2014.0
dc568c24xpvaibaexe8wdgcsqtf3ycy04j7jamtm,1996.0,1.0,bình định,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
2d57a854xpvaibaexe8wdgcsqtf3ydjk01mdvjzw,1996.0,1.0,đồng nai,ktpm0001,cnpm,cqui,9.0,d480103,5.0,2014.0
3b527f18xpvaibaexe8wdgcsqtf3ydy1auls3u1x,1996.0,1.0,đắk lắk,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
fdca1f81xpvaibaexe+xw+0gojor0flmrnx/+tzg,1996.0,1.0,quảng ngãi,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
231393b0xpvaibaexe+xw+0gojor0pk5j6oaawo7,1995.0,1.0,quảng trị,ktmt0001,ktmt,cqui,9.0,d520214,1.0,2014.0
44a0cc40xpvaibaexe+xw+0gojor0n++o8kbrpyq,1996.0,0.0,vĩnh long,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
aabca0e0xpvaibaexe+xw+0gojor0bd2ghb/cj1m,1995.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
118f3451xpvaibaexe+xw+0gojor0lx1iih/kdxx,1996.0,1.0,trà vinh,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
6e1ec6e3xpvaibaexe+xw+0gojor0arvnoutmoxn,1996.0,1.0,quảng trị,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
7f4471c9xpvaibaexe+xw+0gojor0i3+tenbatt4,1996.0,0.0,bà rịa - vũng tàu,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
aaf7f152xpvaibaexe/baiw3k4hkfzl+wq31fvga,1996.0,1.0,đà nẵng,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
f71855d2xpvaibaexe/baiw3k4hkf6wi5f6w6e/1,1996.0,0.0,lâm đồng,httt2014,httt,cqui,9.0,d480104,3.0,2014.0
364c01e5xpvaibaexe/baiw3k4hkf0b1jhz/g2mu,1996.0,1.0,hồ chí minh,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
c652408cxpvaibaexe/baiw3k4hkf5hm+yic7gri,1996.0,1.0,kiên giang,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
bef962a2xpvaibaexe/baiw3k4hkf+t6hsvkbpbr,1996.0,1.0,hồ chí minh,khmt0001,khmt,cntn,9.0,d480101,3.0,2014.0
04b8cfcfxpvaibaexe/baiw3k4hkf2jqgbvw7zgo,1996.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
61ed53dfxpvaibaexe/baiw3k4hkfxzsfqrzdgj5,1996.0,1.0,gia lai,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
a675c95cxpvaibaexe8dzib3odxynjcdwlhxmdlo,1996.0,1.0,bà rịa - vũng tàu,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
a647bf17xpvaibaexe8dzib3odxynqhpa7jxojzv,1996.0,1.0,ninh thuận,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
a3432242xpvaibaexe8dzib3odxynvrsizuheihg,1996.0,1.0,thanh hoá,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
1a57d711xpvaibaexe8dzib3odxynish6zkkfvzw,1996.0,1.0,hồ chí minh,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
29c09889xpvaibaexe8dzib3odxynhtksv0g/qxr,1996.0,1.0,đắk lắk,ktmt0001,ktmt,cqui,9.0,d520214,1.0,2014.0
162b997expvaibaexe8dzib3odxynvll7gpadm0t,1996.0,1.0,hồ chí minh,mtcl2014,ktmt,clc,9.0,d520214,3.0,2014.0
3b369be8xpvaibaexe/9n4rxgupaymncmbenlty2,1996.0,1.0,khánh hoà,ktpm0001,cnpm,clc,9.0,d480103,1.0,2014.0
e41882fexpvaibaexe/9n4rxgupayeaxqqmoaazg,1996.0,1.0,quảng ngãi,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
0a8c9a4bxpvaibaexe/9n4rxgupaypqdypd5t/pa,1996.0,1.0,hồ chí minh,httt0001,httt,clc,9.0,d480104,3.0,2014.0
cf73dd3cxpvaibaexe/9n4rxgupaynhpkl6cwtol,1996.0,1.0,đồng tháp,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
5744b505xpvaibaexe/9n4rxgupayly1uluvcnnn,1996.0,1.0,bà rịa - vũng tàu,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
496ba332xpvaibaexe/9n4rxgupaype1qunkcdpj,1996.0,1.0,thừa thiên - huế,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
a02c92d9xpvaibaexe/9n4rxgupayasjiqcbplh1,1996.0,1.0,gia lai,cntt0001,kttt,cqui,9.0,d480201,5.0,2014.0
885d43c3xpvaibaexe/9n4rxgupaypcdajhh+unk,1996.0,1.0,quảng trị,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
b6496ad5xpvaibaexe/9n4rxgupayjnebvwve4wm,1996.0,1.0,hà tĩnh,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
6988d28axpvaibaexe9msdlndfbydo3ryohsopw2,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
5b13e979xpvaibaexe9msdlndfbydm7zbp6bckmi,1994.0,1.0,hải dương,khmt0001,khmt,cqui,9.0,d480101,5.0,2014.0
a191b068xpvaibaexe9msdlndfbydocinvmopf2d,1996.0,0.0,hồ chí minh,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
459adbdfxpvaibaexe9msdlndfbydqjhbrshbhkj,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
d712bfcexpvaibaexe9msdlndfbydstcpztf17qf,1996.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
d93973f0xpvaibaexe9msdlndfbydv+00tzaqcsx,1996.0,1.0,bình định,antt2014,mmt&tt,cqui,9.0,d480299,3.0,2014.0
9d2478e5xpvaibaexe9msdlndfbydoly8gfywdms,1996.0,1.0,quảng ngãi,antt2014,mmt&tt,cqui,9.0,d480299,5.0,2014.0
1ddfec8dxpvaibaexe9msdlndfbydrdaityufilg,1996.0,1.0,đắk lắk,httt0001,httt,cttt,9.0,d480104,5.0,2014.0
b34be99fxpvaibaexe8c53vaokmxc1foucmsjhg8,1996.0,1.0,tiền giang,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
f8a375a3xpvaibaexe8c53vaokmxc9xxyqrtfuh2,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
0d2b48d3xpvaibaexe8c53vaokmxczqf3f9ctsj+,1995.0,1.0,đồng nai,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
371f5ae9xpvaibaexe8c53vaokmxc9tpnxulmvfr,1996.0,1.0,tây ninh,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
047b5ca3xpvaibaexe8c53vaokmxc239gqmydxlr,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
b33e7b54xpvaibaexe8c53vaokmxc0urhi2a3wau,1996.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
0d1d6419xpvaibaexe8c53vaokmxcwtlsmcgfpbi,1996.0,1.0,đắk lắk,tmđt2014,httt,cqui,9.0,d480104,5.0,2014.0
2c048813xpvaibaexe8c53vaokmxc6ocypnvqu2m,1996.0,1.0,hải dương,pmcl2014.2,cnpm,clc,9.0,d480103,5.0,2014.0
38fb4addxpvaibaexe8c53vaokmxc0jv7wt4ja3z,1996.0,1.0,đồng nai,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
2086199expvaibaexe9qk6hduwkqxycenefk6wn/,1996.0,1.0,thừa thiên - huế,pmcl2014.2,cnpm,clc,9.0,d480103,5.0,2014.0
c4f596b7xpvaibaexe9qk6hduwkqxzp98rz5k643,1996.0,1.0,vĩnh long,khmt0001,khmt,cntn,9.0,d480101,3.0,2014.0
8a4942e7xpvaibaexe9qk6hduwkqxd90hpavxs/v,1994.0,1.0,đắk lắk,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
5a10e2b2xpvaibaexe9qk6hduwkqxy8mwwryrhwu,1996.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
3b35aabbxpvaibaexe9qk6hduwkqxa1f1s5gacst,1994.0,1.0,ninh thuận,httt2014,httt,cqui,9.0,d480104,3.0,2014.0
9d1d0d5cxpvaibaexe9qk6hduwkqxs/sn5/7yvvk,1996.0,1.0,bình dương,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
0d8acb1axpvaibaexe9qk6hduwkqxw1vly8dr29i,1996.0,1.0,quảng trị,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
7012ffe8xpvaibaexe9qk6hduwkqxywexmcoa+ua,1996.0,1.0,quảng ngãi,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
a5cbfd30xpvaibaexe+xxrcaczp96ndee0c9rtgn,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,clc,9.0,d480103,3.0,2014.0
da3df53dxpvaibaexe+xxrcaczp96tkiobxyld7w,1996.0,1.0,sóc trăng,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
44c83847xpvaibaexe+xxrcaczp96mhxnepubdfg,1996.0,1.0,phú yên,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
88272e39xpvaibaexe+xxrcaczp96rqieezfvwfu,1995.0,1.0,đắk lắk,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
be33f672xpvaibaexe+xxrcaczp96g/fhdpvdjuw,1996.0,1.0,hồ chí minh,cntt0001,kttt,cqui,9.0,d480201,8.0,2014.0
43fc3281xpvaibaexe+xxrcaczp96u5n77x8ggvw,1996.0,1.0,lâm đồng,antt2014,mmt&tt,cqui,9.0,d480299,3.0,2014.0
36fe6837xpvaibaexe+xxrcaczp96h0zdjzcky8e,1996.0,1.0,đắk lắk,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
4a223d49xpvaibaexe+xxrcaczp96myvp3mkyfxv,1996.0,1.0,bình định,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
ef1e5800xpvaibaexe/dsntmetlay0rm0j3dmrbq,1996.0,1.0,lâm đồng,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
6d2e8231xpvaibaexe/dsntmetlay2jqpsmnpr39,1996.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
56bde338xpvaibaexe/dsntmetlay7dypgoqxbpe,1996.0,1.0,bà rịa - vũng tàu,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
a14314c4xpvaibaexe/dsntmetlay2uw/xibl0bz,1996.0,0.0,quảng ngãi,pmcl2014.2,cnpm,clc,9.0,d480103,5.0,2014.0
e4aea33axpvaibaexe/dsntmetlay+y6qergfb9p,1996.0,1.0,long an,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
6120d0adxpvaibaexe/dsntmetlay6epzothw3d6,1996.0,1.0,ninh bình,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
dc0553ebxpvaibaexe/dsntmetlayzjnn6oib99v,1996.0,1.0,bình định,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
b9b6228fxpvaibaexe/dsntmetlay89ri1b3alpx,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
36fa8bb0xpvaibaexe/nok7qdnjjrkvxvz3rvfla,1995.0,1.0,đồng nai,cntt0001,kttt,cqui,9.0,d480201,8.0,2014.0
b1a11bb2xpvaibaexe/nok7qdnjjrokk+nqlfid+,1996.0,1.0,phú yên,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
a1cc32bdxpvaibaexe/nok7qdnjjrpfulmgprmx0,1996.0,1.0,thừa thiên - huế,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
c79d845fxpvaibaexe/nok7qdnjjrlwbti3yyrwf,1996.0,1.0,lâm đồng,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
d6b46d15xpvaibaexe/nok7qdnjjrgsnpir21gke,1996.0,1.0,tây ninh,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
cad39d12xpvaibaexe/nok7qdnjjrpivhrc+odg2,1996.0,1.0,quảng trị,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
7735e10expvaibaexe/nok7qdnjjrpzeeizpx83m,1996.0,1.0,đồng nai,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
d1efc46bxpvaibaexe/nok7qdnjjrvdw5if2cslb,1996.0,1.0,hồ chí minh,tmđt2014,httt,cqui,9.0,d480104,3.0,2014.0
53c28097xpvaibaexe/nok7qdnjjrpvsbasxhbvj,1996.0,1.0,cà mau,tmđt2014,httt,cqui,9.0,d480104,3.0,2014.0
87ab1bf1xpvaibaexe86krjhgvaiwxmmjetct6jv,1996.0,1.0,bình dương,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
eec34f7cxpvaibaexe86krjhgvaiw/vdqnql4k3e,1996.0,1.0,đồng nai,khtn2014,khmt,cntn,9.0,d480101,3.0,2014.0
8ef98ee3xpvaibaexe86krjhgvaiw0odpz049bja,1995.0,1.0,cà mau,mmtt0001,mmt&tt,cqui,9.0,d480299,8.0,2014.0
e6272409xpvaibaexe86krjhgvaiw37tyij1yn+9,1996.0,1.0,sóc trăng,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
6175a313xpvaibaexe86krjhgvaiwwi8pznj+7zl,1995.0,1.0,đắk lắk,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
a08bee86xpvaibaexe86krjhgvaiwwfzwh/khx/e,1995.0,1.0,quảng ngãi,cntt0001,kttt,cqui,9.0,d480201,8.0,2014.0
ca2aca08xpvaibaexe86krjhgvaiww+19x3b0yzt,1996.0,1.0,đắk lắk,ktmt0001,ktmt,clc,9.0,d520214,1.0,2014.0
aabd0d47xpvaibaexe86krjhgvaiwzzc3wvvud52,1996.0,1.0,đồng tháp,mmtt0001,mmt&tt,cqui,9.0,d480102,5.0,2014.0
29297150xpvaibaexe86krjhgvaiwzz9ru2gyi/y,1996.0,1.0,bình dương,mtcl2014,ktmt,clc,9.0,d520214,3.0,2014.0
a6c0aab8xpvaibaexe86krjhgvaiw37q+0pp8up1,1996.0,1.0,bà rịa - vũng tàu,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
1eeada1axpvaibaexe9cyfl6d6btpjtqn3jouf4l,1996.0,1.0,nghệ an,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
856da928xpvaibaexe9cyfl6d6btpix0tfsptrp+,1996.0,1.0,thanh hoá,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
8a5e548axpvaibaexe9cyfl6d6btpdivhafqinq2,1996.0,0.0,tiền giang,cntt0001,kttt,cqui,9.0,d480201,3.0,2014.0
c1f37059xpvaibaexe9cyfl6d6btpg7hzas511bz,1996.0,1.0,hồ chí minh,tmđt2014,httt,cqui,9.0,d480104,5.0,2014.0
96195cf9xpvaibaexe9cyfl6d6btpfptgzubfgwm,1996.0,1.0,bình dương,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
e6391b3fxpvaibaexe9cyfl6d6btpmp6ys8g8+9h,1996.0,1.0,quảng ngãi,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
a8f153c6xpvaibaexe9cyfl6d6btphgcj6z6ql7j,1996.0,1.0,gia lai,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
725d70c8xpvaibaexe9cyfl6d6btpeeyeyug0zqq,1996.0,1.0,hà tĩnh,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
5d89d12axpvaibaexe9oenrjqnmex77/bxata+1b,1996.0,1.0,bình dương,khmt0001,khmt,cqui,9.0,d480101,8.0,2014.0
3d38a0f6xpvaibaexe9oenrjqnmex73vlchhvh0l,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,clc,9.0,d480103,1.0,2014.0
68a6c4f9xpvaibaexe9oenrjqnmexzxrzv4simoh,1994.0,1.0,quảng trị,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
e63386e8xpvaibaexe9oenrjqnmex5fdmtwooglj,1996.0,1.0,khánh hoà,httt0001,httt,cttt,9.0,d480104,3.0,2014.0
e9f66c68xpvaibaexe9oenrjqnmexxvluitwelxr,1996.0,1.0,đắk lắk,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
d26d2640xpvaibaexe9mcnb3+zz/pc0k5w1jvwo1,1996.0,1.0,ninh thuận,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
eeb7e57cxpvaibaexe9mcnb3+zz/pr/ylhcxrw1n,1996.0,1.0,tiền giang,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
271e1c78xpvaibaexe9mcnb3+zz/pczz4kkuginl,1996.0,1.0,quảng ngãi,mmtt0001,mmt&tt,cqui,9.0,d480299,3.0,2014.0
297e034dxpvaibaexe9mcnb3+zz/pezzaw2crbs7,1996.0,0.0,hồ chí minh,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
