mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh,tinhtrang,nambd
5e739eebxpvaibaexe+xre5267juog3b4bmkhlyq,1996.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
5eb6e15cxpvaibaexe+xre5267juofgncx1so+h1,1996.0,1.0,hồ chí minh,httt2014,httt,cqui,9.0,d480104,3.0,2014.0
ec9847a0xpvaibaexe+xre5267juofjppkeppdcj,1996.0,1.0,hồ chí minh,mtcl2014,ktmt,clc,9.0,d520214,3.0,2014.0
c4cdf081xpvaibaexe+xre5267juochl3sr3ejex,1996.0,1.0,phú yên,khmt2014,khmt,cqui,9.0,d480101,3.0,2014.0
81233b90xpvaibaexe+xre5267juolfdgzwsdahr,1996.0,1.0,hồ chí minh,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
db725175xpvaibaexe+xre5267juocvcrz9g/55w,1996.0,1.0,đắk lắk,cntt0001,kttt,cqui,9.0,d480201,3.0,2014.0
06d3d633xpvaibaexe+ai34rvug7ebcamyegexqe,1996.0,1.0,an giang,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
66301283xpvaibaexe+ai34rvug7eioica1peiai,1995.0,1.0,bến tre,cntt0001,kttt,cqui,9.0,d480201,8.0,2014.0
c623f786xpvaibaexe+ai34rvug7ejm/sctb5dlj,1996.0,1.0,đồng tháp,mmtt0001,mmt&tt,cqui,9.0,d480102,3.0,2014.0
ca4ba72cxpvaibaexe+ai34rvug7ekktfxrci2qf,1996.0,1.0,bến tre,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
af0718fbxpvaibaexe+ai34rvug7eajpabyvwhno,1996.0,1.0,quảng nam,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
b25a330expvaibaexe+ai34rvug7egoe3hkwtuep,1996.0,1.0,lâm đồng,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
ebe82ab1xpvaibaexe8oockqmsrcbtbjgnb1syrx,1996.0,1.0,hồ chí minh,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
c29ba38cxpvaibaexe8oockqmsrcbvkxwsikma6/,1996.0,1.0,lâm đồng,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
5f51d74dxpvaibaexe8oockqmsrcbbs7dueiiirc,1996.0,1.0,quảng nam,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
305afbe1xpvaibaexe8oockqmsrcbr6omj5a75al,1996.0,0.0,hồ chí minh,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
546d6a53xpvaibaexe8oockqmsrcbrpkocfuffps,1996.0,1.0,bến tre,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
56e899f0xpvaibaexe8oockqmsrcbuamczjlj7w6,1995.0,1.0,hồ chí minh,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
f240cbebxpvaibaexe8oockqmsrcbvdupmsq9ifx,1996.0,1.0,quảng ngãi,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
48a22f9bxpvaibaexe8oockqmsrcbcsot0bvggjk,1996.0,1.0,quảng nam,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
6b917b37xpvaibaexe/kmtcr6bhaurgmaihnpyoq,1996.0,0.0,bình phước,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
8a09d1dfxpvaibaexe/kmtcr6bhausp9eatq9iqh,1995.0,1.0,phú yên,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
d581aaa6xpvaibaexe/kmtcr6bhauktc5myhxowk,1996.0,1.0,kiên giang,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
f6cedda6xpvaibaexe/kmtcr6bhausbmtam92agc,1994.0,1.0,đắk lắk,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
823b6101xpvaibaexe/kmtcr6bhaughjjfrxnfp3,1996.0,0.0,bà rịa - vũng tàu,httt0001,httt,cttt,9.0,d480104,3.0,2014.0
81be22aaxpvaibaexe/kmtcr6bhauvka00e+i+gn,1996.0,0.0,quảng nam,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
b7fe1c7expvaibaexe/kmtcr6bhauh1ucbzwvkue,1996.0,1.0,hồ chí minh,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
fcce6a80xpvaibaexe/kmtcr6bhaujqh3xxinnev,1995.0,1.0,thanh hoá,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
fe134612xpvaibaexe+pmhpn+9cwc7zr4fbmyjrh,1996.0,0.0,an giang,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
c54d98dexpvaibaexe+pmhpn+9cwc/uhhypbpgfp,1996.0,0.0,kiên giang,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
9c49b6dcxpvaibaexe+pmhpn+9cwc9y/2v+vqo9e,1996.0,0.0,long an,httt2014,httt,cqui,9.0,d480104,3.0,2014.0
8a450eacxpvaibaexe+pmhpn+9cwcwa4gt6uc7fx,1996.0,0.0,hồ chí minh,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
d706d8ecxpvaibaexe+pmhpn+9cwczgahzuyero1,1996.0,1.0,lâm đồng,mmtt0001,mmt&tt,cqui,9.0,d480102,5.0,2014.0
6b474708xpvaibaexe+pmhpn+9cwc9mgj2fmo33r,1996.0,1.0,gia lai,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
faff75e9xpvaibaexe+pmhpn+9cwc84hybaxgofc,1994.0,1.0,bến tre,khmt0001,khmt,cntn,9.0,d480101,3.0,2014.0
32ccffa3xpvaibaexe+pmhpn+9cwc7kr/u7fet/y,1996.0,1.0,bạc liêu,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
22f83bacxpvaibaexe887jojhk2rv/jfbdxiusy0,1996.0,1.0,vĩnh long,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
f0bcb98dxpvaibaexe887jojhk2rvxfu4kbovqpb,1996.0,1.0,long an,antt2014,mmt&tt,cqui,9.0,d480299,5.0,2014.0
b7d05919xpvaibaexe887jojhk2rv+0warf2oxzd,1996.0,1.0,bình định,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
f4a848f0xpvaibaexe887jojhk2rv9+kh6vnytyt,1996.0,1.0,lâm đồng,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
6d44514cxpvaibaexe887jojhk2rv/hgi+t3sgm7,1996.0,1.0,đồng nai,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
5514f962xpvaibaexe887jojhk2rv+5osunqs8ps,1996.0,1.0,bình định,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
d8170f2dxpvaibaexe887jojhk2rv94sg7zqaygw,1996.0,1.0,trà vinh,tmđt2014,httt,cqui,9.0,d480104,3.0,2014.0
da5d8d30xpvaibaexe887jojhk2rv6yvmf2pli4n,1996.0,1.0,khánh hoà,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
8275aff1xpvaibaexe887jojhk2rv2odgnv6tir2,1995.0,1.0,bắc ninh,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
a9b74761xpvaibaexe887jojhk2rv5i9gn3jtonk,1996.0,1.0,hà nội,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
c04ebe21xpvaibaexe+wjq/eosknhdgcbhk25ob1,1996.0,1.0,lâm đồng,khtn2014,khmt,cntn,9.0,d480101,3.0,2014.0
933b903cxpvaibaexe+wjq/eosknhvqg5vfeqaph,1996.0,1.0,bến tre,httt2014,httt,cqui,9.0,d480104,3.0,2014.0
f22643c6xpvaibaexe+wjq/eosknhzeg3nal+n5t,1996.0,1.0,bến tre,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
ad4f8f98xpvaibaexe+wjq/eosknhwafdl7ih9lt,1996.0,1.0,đồng nai,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
f1e5e055xpvaibaexe+wjq/eosknhdg9exgkekxz,1996.0,1.0,hồ chí minh,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
7f32b28dxpvaibaexe+wjq/eosknhvk0xmsyacbw,1996.0,1.0,lâm đồng,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
3ff22d23xpvaibaexe+wjq/eosknhczbnnvulutk,1996.0,1.0,khánh hoà,httt2014,httt,cqui,9.0,d480104,3.0,2014.0
68a9f6e0xpvaibaexe+wjq/eosknhsffr3hqfjz7,1996.0,1.0,an giang,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
58f109cbxpvaibaexe+wjq/eosknhbhsvf7h0ljh,1996.0,1.0,đồng nai,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
e2a694fbxpvaibaexe8b4sjvh2gx3lbzat2za5pu,1996.0,1.0,đắk lắk,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
c177ef33xpvaibaexe8b4sjvh2gx3jztz5+ynlkh,1996.0,1.0,lâm đồng,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
6c25ece4xpvaibaexe8b4sjvh2gx3gfpw0dmhvfd,1996.0,0.0,tiền giang,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
b1f308aexpvaibaexe8b4sjvh2gx3ds0kvpcziz/,1996.0,0.0,phú yên,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
58a44439xpvaibaexe8b4sjvh2gx3n5ptez9ikzx,1996.0,0.0,bình định,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
1da64e34xpvaibaexe8b4sjvh2gx3d/jz+umshg3,1996.0,0.0,đồng nai,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
0eb7ee23xpvaibaexe8b4sjvh2gx3pgxl4mihozf,1985.0,1.0,quảng nam,mmtt0001,mmt&tt,cqui,9.0,d480299,3.0,2014.0
a3355797xpvaibaexe+uuz4qw1xos4q88cmao4cs,1996.0,1.0,trà vinh,httt0001,httt,clc,9.0,d480104,3.0,2014.0
407e4c2bxpvaibaexe+uuz4qw1xos/w6ppkyu1sg,1996.0,1.0,đắk lắk,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
301edf77xpvaibaexe+uuz4qw1xos56tawebj6ho,1996.0,1.0,bình định,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
c78857daxpvaibaexe+uuz4qw1xos0cut9cey9z/,1996.0,1.0,quảng ngãi,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
a77e224expvaibaexe+uuz4qw1xos1chjcsxdmhf,1996.0,1.0,hồ chí minh,pmcl2014.1,cnpm,clc,9.0,d480103,3.0,2014.0
fb31658fxpvaibaexe+uuz4qw1xosw1ns1gnsk23,1996.0,1.0,quảng bình,pmcl2014.1,cnpm,clc,9.0,d480103,5.0,2014.0
95f94b89xpvaibaexe+uuz4qw1xos5oclomsjfvs,1996.0,1.0,hồ chí minh,cntt0001,kttt,cqui,9.0,d480201,8.0,2014.0
ae587761xpvaibaexe+uuz4qw1xos3gklxqv2/mn,1996.0,1.0,hồ chí minh,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
c1732776xpvaibaexe+uuz4qw1xos0uzyqgzu4fr,1996.0,1.0,hồ chí minh,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
ac87891axpvaibaexe8dee4ta8wgh17tbnikfyk8,1996.0,1.0,khánh hoà,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
4b945b9bxpvaibaexe8dee4ta8wgh0ei0hl/tvwm,1996.0,1.0,quảng bình,khtn2014,khmt,cntn,9.0,d480101,3.0,2014.0
05e7d19expvaibaexe8dee4ta8wgh/vixj8d2j3d,1996.0,1.0,đồng tháp,tmđt2014,httt,cqui,9.0,d480104,3.0,2014.0
257a2afexpvaibaexe8dee4ta8wgh6mcn94ozkxv,1996.0,1.0,hồ chí minh,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
3b65f8b9xpvaibaexe8dee4ta8wgh63ts1dvdiqz,1996.0,1.0,an giang,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
d1d177eaxpvaibaexe8dee4ta8wghwsqnrzsv5e9,1996.0,1.0,an giang,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
1e3b0973xpvaibaexe8dee4ta8wghxwhmaqugsiz,1996.0,1.0,an giang,mtcl2014,ktmt,clc,9.0,d520214,3.0,2014.0
697edc98xpvaibaexe8dee4ta8wgh56qokqr6agx,1995.0,1.0,hồ chí minh,khtn2014,khmt,cntn,9.0,d480101,3.0,2014.0
94b67845xpvaibaexe/trbq0zeber1p0p3nxrcc3,1996.0,1.0,gia lai,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
c2ed6c14xpvaibaexe/trbq0zeber/8hzad0hdwj,1996.0,1.0,vĩnh long,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
8dfc58a2xpvaibaexe/trbq0zeber3if2syr+mku,1996.0,1.0,phú yên,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
c2d5c593xpvaibaexe/trbq0zeber8f6sfm48c9n,1996.0,1.0,đồng nai,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
c02b08faxpvaibaexe/trbq0zeberwhxzkq2nkrg,1996.0,1.0,quảng nam,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
b1b4ee2bxpvaibaexe/trbq0zeber0kj4vtjd7eu,1996.0,1.0,hồ chí minh,antt2014,mmt&tt,cqui,9.0,d480299,3.0,2014.0
f7011626xpvaibaexe/trbq0zeber6q6o8vzup5n,1996.0,1.0,đắk lắk,antt2014,mmt&tt,cqui,9.0,d480299,5.0,2014.0
cb03c79cxpvaibaexe8t1diysmlfsdato+lwcmtt,1996.0,1.0,bình định,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
a314bfa8xpvaibaexe8t1diysmlfsubnv077jj9h,1996.0,1.0,an giang,antt2014,mmt&tt,cqui,9.0,d480299,3.0,2014.0
6a019ad0xpvaibaexe8t1diysmlfsufueezhox0r,1996.0,1.0,thừa thiên - huế,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
22530129xpvaibaexe8t1diysmlfsdcz2u7jh669,1996.0,0.0,an giang,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
a01bc447xpvaibaexe8t1diysmlfsrwlqdwowsrt,1996.0,1.0,lâm đồng,httt2014,httt,cqui,9.0,d480104,5.0,2014.0
579c9282xpvaibaexe8t1diysmlfsz4rtpqbnbkc,1996.0,0.0,bình dương,httt2014,httt,cqui,9.0,d480104,3.0,2014.0
cc238cb9xpvaibaexe8t1diysmlfselqpvqpit2k,1996.0,1.0,lâm đồng,cntt2014,kttt,cqui,9.0,d480201,3.0,2014.0
3b79770bxpvaibaexe8t1diysmlfstrtasbttxta,1996.0,1.0,đồng nai,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
57a9f0aexpvaibaexe8t1diysmlfssbkagc8gdbg,1996.0,1.0,đồng nai,khmt2014,khmt,cqui,9.0,d480101,3.0,2014.0
2fc59b4axpvaibaexe8t1diysmlfssgx5trdtf4n,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,clc,9.0,d480103,1.0,2014.0
f5d9b77fxpvaibaexe8yaj+xvjgna+7ujbtol8tz,1996.0,1.0,quảng trị,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
a59ff9a4xpvaibaexe8yaj+xvjgnazggaiqc/www,1996.0,1.0,tiền giang,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
144093dbxpvaibaexe8yaj+xvjgna64nbiyvwcsn,1996.0,1.0,khánh hoà,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
9f52b271xpvaibaexe8yaj+xvjgna8xgztvnn36j,1996.0,1.0,an giang,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
1be2f908xpvaibaexe8yaj+xvjgna/nrprtdnvta,1996.0,1.0,trà vinh,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
4a267bb4xpvaibaexe8yaj+xvjgna12csclhjnyz,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
67e746a7xpvaibaexe8yaj+xvjgna4ahhtab7pgp,1996.0,1.0,hồ chí minh,cntt0001,kttt,cqui,9.0,d480201,3.0,2014.0
85c8607cxpvaibaexe8yaj+xvjgna1buewnfqcxs,1996.0,1.0,nam định,ktmt0001,ktmt,cqui,9.0,d520214,1.0,2014.0
e5e4fe41xpvaibaexe+uqmkxqrwydiru0lurwwkq,1996.0,1.0,hồ chí minh,cttt2014,httt,cttt,9.0,d480104,3.0,2014.0
1ab19c83xpvaibaexe+uqmkxqrwydoq4n0dvcerz,1996.0,1.0,hồ chí minh,mmtt2014,mmt&tt,cqui,9.0,d480102,3.0,2014.0
75d1dcebxpvaibaexe+uqmkxqrwydsv7mcesxnkh,1996.0,1.0,đồng tháp,khmt0001,khmt,cqui,9.0,d480101,8.0,2014.0
b6410337xpvaibaexe+uqmkxqrwydpt1gqy8ohk6,1996.0,1.0,quảng nam,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
4ecec418xpvaibaexe+uqmkxqrwydnu2drp+tfzu,1996.0,1.0,quảng nam,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
0faf5403xpvaibaexe+uqmkxqrwydigmak3sgzs7,1996.0,1.0,khánh hoà,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
deecda8cxpvaibaexe+uqmkxqrwydqbjqxtcpkqg,1995.0,1.0,quảng ngãi,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
839a1a0cxpvaibaexe+uqmkxqrwydgr0jndc3vdk,1995.0,0.0,nghệ an,khmt2014,khmt,cqui,9.0,d480101,3.0,2014.0
5efc6d3cxpvaibaexe+tqjlvjoj4bw6t+t6amvpf,1996.0,0.0,lâm đồng,httt0001,httt,cqui,9.0,d480104,3.0,2014.0
2a4a74cbxpvaibaexe+tqjlvjoj4ba8qrkojg0ub,1996.0,0.0,phú yên,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
396d7784xpvaibaexe+tqjlvjoj4bcg6laoxinl3,1996.0,0.0,hà tĩnh,mmtt0001,mmt&tt,cqui,9.0,d480299,3.0,2014.0
90d44d7bxpvaibaexe+tqjlvjoj4bw/gndyckol8,1996.0,0.0,phú yên,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
6125b6cbxpvaibaexe+tqjlvjoj4byk4fmfmjrkr,1996.0,0.0,long an,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
e46fb38bxpvaibaexe+tqjlvjoj4bzznxtabumst,1996.0,1.0,bến tre,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
fda9dea1xpvaibaexe+tqjlvjoj4bbq7gu36vta9,1996.0,1.0,quảng trị,ktmt0001,ktmt,cqui,9.0,d520214,1.0,2014.0
c7aaa098xpvaibaexe9j81k8mh0oj1dnkrsn8nfh,1996.0,1.0,cà mau,pmcl2014.1,cnpm,clc,9.0,d480103,5.0,2014.0
42f11ba5xpvaibaexe9j81k8mh0oj8m4dsg4qddv,1996.0,1.0,bà rịa - vũng tàu,ktmt0001,ktmt,clc,9.0,d520214,1.0,2014.0
ac1c8eeaxpvaibaexe9j81k8mh0ojxuwrm2lea+t,1996.0,1.0,hồ chí minh,ktpm2014,cnpm,cqui,9.0,d480103,3.0,2014.0
d78141e5xpvaibaexe9j81k8mh0oj4zch8kmtsfq,1996.0,1.0,bến tre,httt0001,httt,cttt,9.0,d480104,3.0,2014.0
e3108194xpvaibaexe9j81k8mh0ojyz8ss8p2nbg,1996.0,1.0,hồ chí minh,cntt2014,kttt,cqui,9.0,d480201,5.0,2014.0
0a69d24bxpvaibaexe9j81k8mh0ojxqaq+z1dx73,1996.0,1.0,bình thuận,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
0a275ef0xpvaibaexe9j81k8mh0oj07f7m1swtm7,1993.0,1.0,cà mau,khmt0001,khmt,cqui,9.0,d480101,8.0,2014.0
4bcde9e4xpvaibaexe9j81k8mh0ojzbmqzzidtvq,1996.0,0.0,cần thơ,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
7a2f5acexpvaibaexe9j81k8mh0ojwqphwe8hv+i,1996.0,1.0,đồng nai,cntt0001,kttt,cqui,9.0,d480201,5.0,2014.0
05be3c4fxpvaibaexe9j81k8mh0ojwykqap8fkms,1996.0,1.0,hồ chí minh,antn2014,mmt&tt,kstn,9.0,d480299,3.0,2014.0
fa789b8dxpvaibaexe8lhfatqq4bhgnhbbgytuv3,1996.0,1.0,hồ chí minh,antt2014,mmt&tt,cqui,9.0,d480299,3.0,2014.0
05b6e41fxpvaibaexe8lhfatqq4bhrv3q9rncgj8,1996.0,1.0,bình thuận,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
68f82731xpvaibaexe8lhfatqq4bhn4100ahryhq,1996.0,1.0,đắk lắk,ktmt0001,ktmt,cqui,9.0,d520214,5.0,2014.0
1668b1aexpvaibaexe8lhfatqq4bhvpzyxnsj+iv,1996.0,1.0,đắk lắk,cntt0001,kttt,cqui,9.0,d480201,3.0,2014.0
cfbd5065xpvaibaexe8lhfatqq4bhsb4wcggx/if,1993.0,1.0,cà mau,antt2014,mmt&tt,cqui,9.0,d480299,5.0,2014.0
ca074ed7xpvaibaexe8lhfatqq4bhtb4blvbgsxs,1996.0,1.0,vĩnh long,httt2014,httt,cqui,9.0,d480104,3.0,2014.0
0cae9bfdxpvaibaexe8lhfatqq4bhq2r0fa28u0o,1996.0,1.0,gia lai,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
173bd95cxpvaibaexe8lhfatqq4bhhvevkzvue+r,1996.0,0.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
8cccdee8xpvaibaexe8lhfatqq4bhlogq0o9ovkz,1996.0,1.0,bà rịa - vũng tàu,mtcl2014,ktmt,clc,9.0,d520214,5.0,2014.0
a37f289cxpvaibaexe8hxolow72zidi64kxsz6q8,1995.0,1.0,hồ chí minh,khmt2014,khmt,cqui,9.0,d480101,5.0,2014.0
8b8467b4xpvaibaexe8hxolow72zicrnyu4vl38x,1996.0,0.0,hồ chí minh,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
4d68f109xpvaibaexe8hxolow72ziksen9jthduy,1996.0,1.0,đắk lắk,khmt0001,khmt,cntn,9.0,d480101,3.0,2014.0
25d76e90xpvaibaexe8hxolow72zie81ppkjndp6,1995.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
eef1f920xpvaibaexe8hxolow72zieoriczvhd9u,1996.0,1.0,khánh hoà,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
1436571axpvaibaexe8hxolow72zihe6w38td9cn,1996.0,1.0,phú yên,ktpm0001,cnpm,clc,9.0,d480103,3.0,2014.0
e1793c3expvaibaexe8hxolow72zinqyuysqa8ho,1996.0,1.0,bình phước,ktmt2014,ktmt,cqui,9.0,d520214,3.0,2014.0
93c0c067xpvaibaexe8hxolow72zikijp4rarbdr,1996.0,0.0,gia lai,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
1e832732xpvaibaexe8hxolow72zil030v5yfyqh,1996.0,1.0,hồ chí minh,khtn2014,khmt,cntn,9.0,d480101,3.0,2014.0
ccb61741xpvaibaexe8hxolow72zilb/1nqmskqs,1996.0,1.0,tiền giang,mmtt0001,mmt&tt,cqui,9.0,d480102,8.0,2014.0
b0a3f90expvaibaexe/dmvqguzybhci23txy1u4n,1996.0,1.0,quảng nam,ktpm0001,cnpm,clc,9.0,d480103,3.0,2014.0
bac0d992xpvaibaexe/dmvqguzybhm+z5fuq42cm,1996.0,1.0,hồ chí minh,tmđt2014,httt,cqui,9.0,d480104,5.0,2014.0
1f7aa6afxpvaibaexe/dmvqguzybhhrg3wsxfple,1996.0,1.0,hồ chí minh,cttt2014,httt,cttt,9.0,d480104,3.0,2014.0
1d30f704xpvaibaexe/dmvqguzybhlumfnjgceud,1996.0,1.0,hồ chí minh,httt0001,httt,cqui,9.0,d480104,8.0,2014.0
7a877b93xpvaibaexe/dmvqguzybhkb1sk3fzsov,1996.0,1.0,hồ chí minh,khmt0001,khmt,cqui,9.0,d480101,5.0,2014.0
b367c60fxpvaibaexe/dmvqguzybhm5klf2n5qsk,1996.0,1.0,hồ chí minh,ktmt0001,ktmt,clc,9.0,d520214,3.0,2014.0
bfa1f360xpvaibaexe/dmvqguzybhghn338ahn2q,1996.0,1.0,đắk lắk,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
bb55eb80xpvaibaexe/dmvqguzybhoo1righwxrn,1996.0,0.0,đắk lắk,ktpm2014,cnpm,cqui,9.0,d480103,5.0,2014.0
bf2c8c16xpvaibaexe/dmvqguzybhmdeq76jot0a,1996.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
b827cb6axpvaibaexe/dmvqguzybhpkoktwi9gqz,1996.0,1.0,bạc liêu,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
2d28bcd7xpvaibaexe9qjdm9ne85ii3doet6bmwl,1995.0,1.0,bình định,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
efff1e9expvaibaexe9qjdm9ne85ikizez+gxzzl,1996.0,1.0,hồ chí minh,ktmt2014,ktmt,cqui,9.0,d520214,5.0,2014.0
1083acf2xpvaibaexe9qjdm9ne85ijvthcvubv9y,1996.0,1.0,bình dương,httt0001,httt,cttt,9.0,d480104,1.0,2014.0
f5601abfxpvaibaexe9qjdm9ne85igedwen6vlqa,1996.0,1.0,phú yên,mmtt0001,mmt&tt,cqui,9.0,d480102,5.0,2014.0
5207f3bbxpvaibaexe9qjdm9ne85iav4xjzc1oys,1995.0,1.0,hồ chí minh,khmt0001,khmt,cqui,9.0,d480101,3.0,2014.0
60d7b6f9xpvaibaexe9qjdm9ne85ie1u8qnifiay,1996.0,1.0,đồng tháp,ktmt0001,ktmt,clc,9.0,d520214,1.0,2014.0
ec316ff0xpvaibaexe9qjdm9ne85ikt1pf3phr8m,1996.0,1.0,khánh hoà,ktpm0001,cnpm,cqui,9.0,d480103,3.0,2014.0
ff1f91c6xpvaibaexe9qjdm9ne85ig8enj2bg8bp,1993.0,1.0,quảng nam,khmt0001,khmt,cqui,9.0,d480101,5.0,2014.0
158ad701xpvaibaexe9afbyrojh5cbotqmynfjfx,1996.0,1.0,bà rịa - vũng tàu,ktmt0001,ktmt,cqui,9.0,d520214,8.0,2014.0
a6ca7254xpvaibaexe9afbyrojh5cgaitpo4gptp,1996.0,1.0,đồng nai,ktpm0001,cnpm,cqui,9.0,d480103,8.0,2014.0
4272dd7bxpvaibaexe9afbyrojh5ca7xpzrhghke,1996.0,1.0,đồng nai,ktmt0001,ktmt,cqui,9.0,d520214,3.0,2014.0
1af8a66fxpvaibaexe9afbyrojh5ckzo/rcz8mbl,1996.0,1.0,bà rịa - vũng tàu,mmtt2014,mmt&tt,cqui,9.0,d480102,5.0,2014.0
7bcd987fxpvaibaexe9afbyrojh5cbvnizwcvkme,1996.0,1.0,hồ chí minh,cntt0001,kttt,cqui,9.0,d480201,3.0,2014.0
26dc49f5xpvaibaexe9afbyrojh5cflmrepsjvsv,1996.0,0.0,tiền giang,cntt0001,kttt,cqui,9.0,d480201,8.0,2014.0
