Label,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh,dien_tt,lop12_matinh,truong_thpt,xlhv_1,xlhv_2,xlhv_3,xlhv_4,xlhv_5,xlhv_6,drl_1,drl_2,drl_3,drl_4,drl_5,drl_6,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,sotchk_1,sotchk_2,sotchk_3,sotchk_4,sotchk_5,sotchk_6
TreHan,1998.0,1.0,đồng tháp,mmtt0001,mmt&tt,cqui,11.0,d480102,thpt,50.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Kha,Gioi,Kha,Kha,6.05,4.34,4.85,6.76,6.39,7.96,17.0,17.0,19.0,28.0,24.0,32.0
DungHan,1998.0,1.0,bến tre,attn2016,mmt&tt,kstn,11.0,d480299,thpt,56.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Xuat Sac,Kha,Gioi,7.54,7.41,8.33,7.83,8.88,8.5,19.0,21.0,20.0,19.0,15.0,22.0
TreHan,1998.0,1.0,hồ chí minh,httt0001,httt,cttt,11.0,d480104,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Yeu,Trung Binh,Trung Binh,Kha,Gioi,6.19,6.29,6.06,7.01,6.44,6.79,12.0,19.0,18.0,20.0,17.0,24.0
TreHan,1998.0,1.0,đồng nai,httt0001,httt,clc,11.0,d480104,thpt,48.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Kha,Kha,6.5,6.11,7.05,6.98,7.1,6.73,19.0,19.0,24.0,22.0,20.0,15.0
TreHan,1998.0,1.0,nghệ an,ktmt0001,ktmt,cqui,11.0,d520214,thpt,38.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Gioi,Xuat Sac,Gioi,Gioi,Xuat Sac,7.0,5.61,8.18,8.16,6.98,7.53,17.0,19.0,21.0,21.0,19.0,15.0
TreHan,1998.0,1.0,an giang,httt0001,httt,clc,11.0,d480104,thpt,51.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Kha,Kha,Kha,Kha,8.11,7.69,7.77,7.09,7.26,7.38,15.0,15.0,21.0,19.0,21.0,21.0
TreHan,1998.0,1.0,đồng tháp,ktpm0001,cnpm,clc,11.0,d480103,thpt,50.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Xuat Sac,Kha,Kha,Trung Binh,6.08,3.92,8.31,7.11,4.63,1.03,19.0,19.0,19.0,23.0,19.0,19.0
DungHan,1997.0,1.0,bình định,mmtt2016,mmt&tt,cqui,11.0,d480102,thpt,37.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Kha,Kha,Gioi,Gioi,7.3,5.67,7.26,7.92,8.61,8.2,17.0,23.0,22.0,23.0,20.0,19.0
TreHan,1998.0,1.0,bình định,mmtt0001,mmt&tt,cqui,11.0,d480102,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Kha,Kha,Gioi,Gioi,7.65,5.91,6.56,7.16,7.91,8.28,17.0,21.0,24.0,26.0,20.0,17.0
TreHan,1998.0,1.0,hồ chí minh,httt0001,httt,cttt,11.0,d480104,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kem,Yeu,Trung Binh,Trung Binh,Kha,Kha,6.43,5.76,5.87,7.92,7.32,7.12,12.0,19.0,18.0,20.0,17.0,24.0
TreHan,1998.0,1.0,tây ninh,mmtt0001,mmt&tt,cqui,11.0,d480102,thpt,46.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,Xuat Sac,6.83,6.68,7.65,8.0,7.92,8.66,17.0,19.0,20.0,21.0,16.0,19.0
TreHan,1992.0,1.0,hồ chí minh,ktmt0001,ktmt,clc,11.0,d520214,thpt,49.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Kha,Gioi,7.25,4.96,6.99,7.47,6.34,6.97,19.0,21.0,22.0,22.0,19.0,23.0
DungHan,1998.0,0.0,đắk lắk,attt2016,mmt&tt,cqui,11.0,d480299,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Gioi,Gioi,Gioi,8.02,7.81,7.91,7.92,7.9,7.84,17.0,21.0,24.0,20.0,16.0,22.0
DungHan,1998.0,1.0,tiền giang,mtcl2016.1,ktmt,clc,11.0,d520214,thpt,53.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Kha,Gioi,7.57,7.63,7.67,7.53,8.01,8.05,19.0,21.0,23.0,14.0,19.0,19.0
TreHan,1998.0,1.0,trà vinh,ktmt0001,ktmt,cqui,11.0,d520214,thpt,58.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Kha,Gioi,Gioi,Kha,6.51,4.4,4.49,5.06,5.77,4.57,17.0,21.0,23.0,24.0,16.0,24.0
DungHan,1997.0,1.0,đồng tháp,khmt2016.1,khmt,cqui,11.0,d480101,thpt,50.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,8.09,7.58,8.3,8.56,8.13,8.22,17.0,24.0,21.0,23.0,22.0,23.0
TreHan,1997.0,1.0,đắk lắk,ktpm0001,cnpm,clc,11.0,d480103,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Yeu,Kha,Kha,Kha,Trung Binh,5.55,3.98,5.53,5.76,4.66,1.16,19.0,23.0,24.0,17.0,16.0,15.0
TreHan,1998.0,1.0,tiền giang,httt0001,httt,cqui,11.0,d480104,thpt,53.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Kha,Gioi,7.8,6.48,7.26,6.65,6.81,7.28,13.0,16.0,21.0,20.0,19.0,22.0
TreHan,1998.0,1.0,long an,ktpm0001,cnpm,clc,11.0,d480103,thpt,49.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Xuat Sac,Kha,Kha,Kha,6.99,6.27,6.56,5.96,4.48,5.88,19.0,19.0,17.0,23.0,15.0,23.0
TreHan,1998.0,1.0,sóc trăng,ktmt0001,ktmt,cqui,11.0,d520214,thpt,59.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Kha,Kha,7.0,6.55,6.82,6.8,5.36,4.13,17.0,16.0,24.0,17.0,22.0,18.0
DungHan,1998.0,1.0,tây ninh,cntt2016,kttt,cqui,11.0,d480201,thpt,46.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Gioi,Gioi,Kha,7.05,6.66,7.45,6.65,6.34,2.75,17.0,17.0,24.0,25.0,22.0,15.0
TreHan,1998.0,1.0,quảng ngãi,mmtt0001,mmt&tt,cqui,11.0,d480299,thpt,35.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Xuat Sac,Xuat Sac,7.54,6.61,6.95,8.03,8.7,8.86,17.0,21.0,23.0,23.0,14.0,19.0
TreHan,1998.0,1.0,long an,ktpm0001,cnpm,clc,11.0,d480103,thpt,49.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Kha,Kha,7.72,7.05,7.63,7.55,8.05,7.77,19.0,19.0,24.0,22.0,15.0,15.0
TreHan,1997.0,1.0,bình dương,httt0001,httt,cttt,11.0,d480104,thpt,44.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Yeu,Gioi,Kha,Kha,Kha,7.19,6.74,6.6,7.03,6.51,6.69,12.0,19.0,23.0,16.0,17.0,21.0
TreHan,1998.0,1.0,hồ chí minh,httt0001,httt,clc,11.0,d480104,thpt,2.0,thpt,0.0,0.0,0.0,0.0,1.0,1.0,Gioi,Gioi,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,6.02,4.35,5.64,6.73,6.08,5.2,19.0,19.0,23.0,21.0,20.0,25.0
TreHan,1998.0,1.0,bạc liêu,mmtt0001,mmt&tt,cqui,11.0,d480299,tt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,7.78,6.3,6.87,5.23,7.8,6.94,19.0,21.0,24.0,14.0,24.0,22.0
TreHan,1998.0,0.0,kon tum,ktpm0001,cnpm,clc,11.0,d480103,thpt,36.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Gioi,Xuat Sac,6.94,5.88,6.23,6.93,5.82,7.1,19.0,19.0,24.0,19.0,18.0,18.0
TreHan,1997.0,1.0,bà rịa - vũng tàu,mmtt0001,mmt&tt,cqui,11.0,d480102,thpt,52.0,gdtx,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Kha,Kha,Gioi,Gioi,7.02,6.95,7.06,6.49,8.06,7.56,17.0,17.0,24.0,19.0,14.0,20.0
TreHan,1997.0,1.0,hồ chí minh,ktmt0001,ktmt,clc,11.0,d520214,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,Xuat Sac,6.11,6.32,6.33,5.57,6.73,6.8,15.0,21.0,18.0,23.0,23.0,20.0
TreHan,1998.0,1.0,lâm đồng,cntt2016,kttt,cqui,11.0,d480201,thpt,2.0,thpt,0.0,0.0,1.0,2.0,3.0,3.0,Trung Binh,Trung Binh,Kem,Yeu,Kha,Kha,6.16,1.13,0.82,1.58,6.48,3.32,17.0,19.0,19.0,11.0,10.0,23.0
DungHan,1998.0,1.0,thái bình,cttt2016,httt,cttt,11.0,d480104,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Gioi,Gioi,Gioi,Gioi,Xuat Sac,7.63,7.71,7.83,8.38,8.13,8.9,12.0,19.0,23.0,20.0,17.0,21.0
TreHan,1998.0,1.0,đắk lắk,ktpm0001,cnpm,clc,11.0,d480103,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Gioi,Gioi,Kha,Gioi,6.19,5.86,7.26,7.5,5.33,6.52,15.0,21.0,23.0,24.0,18.0,19.0
TreHan,1998.0,1.0,lâm đồng,httt0001,httt,clc,11.0,d480104,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Gioi,Kha,Kha,7.15,7.63,7.6,7.44,7.74,8.25,19.0,21.0,24.0,20.0,20.0,15.0
TreHan,1998.0,1.0,bình thuận,mmtt0001,mmt&tt,cqui,11.0,d480299,thpt,47.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Xuat Sac,Gioi,Gioi,7.04,5.66,6.35,6.68,7.31,6.84,13.0,17.0,23.0,27.0,18.0,21.0
DungHan,1998.0,1.0,long an,attn2016,mmt&tt,kstn,11.0,d480299,thpt,49.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,8.05,8.19,8.75,7.89,8.61,8.35,17.0,21.0,21.0,19.0,17.0,22.0
TreHan,1998.0,1.0,vĩnh long,mmtt0001,mmt&tt,cqui,11.0,d480299,thpt,57.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Gioi,Xuat Sac,Xuat Sac,Gioi,4.96,5.04,6.66,6.09,6.89,7.03,17.0,19.0,23.0,30.0,20.0,24.0
TreHan,1998.0,1.0,đà nẵng,ktpm0001,cnpm,clc,11.0,d480103,thpt,4.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Gioi,Gioi,Kha,Gioi,7.68,7.0,7.94,8.14,5.82,7.34,19.0,21.0,22.0,14.0,17.0,19.0
TreHan,1998.0,1.0,khánh hoà,ktmt0001,ktmt,clc,11.0,d520214,thpt,41.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Yeu,Gioi,Gioi,Xuat Sac,Gioi,Gioi,7.69,7.53,7.49,6.88,6.37,7.28,19.0,17.0,21.0,21.0,15.0,16.0
TreHan,1997.0,1.0,đắk lắk,httt0001,httt,clc,11.0,d480104,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Gioi,Gioi,Kha,7.39,8.24,7.45,7.56,7.48,7.43,19.0,17.0,24.0,24.0,24.0,15.0
TreHan,1998.0,1.0,bình định,ktpm0001,cnpm,clc,11.0,d480103,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Kha,Kha,6.65,5.62,6.79,6.78,6.43,6.89,19.0,21.0,21.0,16.0,23.0,19.0
TreHan,1998.0,1.0,lâm đồng,khmt2016.1,khmt,cqui,11.0,d480101,thpt,42.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Kha,Gioi,6.38,6.6,6.67,4.68,4.15,5.33,17.0,17.0,19.0,23.0,16.0,15.0
TreHan,1998.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,11.0,d480102,thpt,44.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Kha,Kha,Kha,Kha,5.84,5.38,5.92,5.55,6.18,6.23,17.0,28.0,24.0,29.0,17.0,20.0
DungHan,1998.0,1.0,hồ chí minh,attn2016,mmt&tt,kstn,11.0,d480299,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Xuat Sac,Gioi,Gioi,7.81,7.57,8.42,8.25,8.55,8.45,17.0,21.0,21.0,22.0,17.0,22.0
TreHan,1998.0,1.0,bình định,ktmt0001,ktmt,cqui,11.0,d520214,thpt,47.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Kha,Kha,4.94,4.51,4.41,5.19,4.69,5.06,13.0,18.0,17.0,19.0,15.0,14.0
TreHan,1998.0,1.0,tây ninh,httt0001,httt,cqui,11.0,d480104,thpt,44.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Gioi,Xuat Sac,Gioi,7.48,7.44,7.85,7.35,7.6,7.78,17.0,19.0,21.0,22.0,21.0,19.0
TreHan,1998.0,1.0,đắk lắk,cntt0001,kttt,cqui,11.0,d480201,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,7.18,6.89,8.2,7.1,7.73,8.09,17.0,19.0,23.0,23.0,16.0,19.0
TreHan,1998.0,1.0,gia lai,ktpm0001,cnpm,clc,11.0,d480103,thpt,38.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Gioi,Gioi,Gioi,Gioi,6.04,3.45,6.31,6.36,5.49,3.62,19.0,21.0,18.0,21.0,21.0,19.0
TreHan,1998.0,1.0,hồ chí minh,cntt2016,kttt,cqui,11.0,d480201,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Yeu,Trung Binh,Kha,Trung Binh,Trung Binh,5.59,5.34,5.81,5.86,5.05,0.24,17.0,21.0,24.0,22.0,21.0,18.0
TreHan,1997.0,1.0,kiên giang,httt0001,httt,cqui,11.0,d480104,thpt,54.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Xuat Sac,Xuat Sac,Gioi,Xuat Sac,Gioi,7.58,8.18,8.45,8.29,7.47,7.88,17.0,19.0,24.0,19.0,21.0,20.0
TreHan,1998.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,11.0,d520214,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Gioi,Xuat Sac,Gioi,Xuat Sac,7.21,6.45,7.17,6.85,7.73,7.35,15.0,17.0,20.0,19.0,14.0,16.0
TreHan,1998.0,1.0,hồ chí minh,httt0001,httt,cqui,11.0,d480104,thpt,52.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Xuat Sac,Gioi,Kha,Gioi,7.05,5.19,7.48,6.79,7.24,6.02,17.0,17.0,24.0,20.0,15.0,21.0
TreHan,1998.0,1.0,quảng nam,khmt0001,khmt,cqui,11.0,d480101,thpt,34.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Xuat Sac,Gioi,Gioi,Gioi,7.6,7.41,7.1,6.92,7.95,6.58,17.0,21.0,24.0,22.0,16.0,16.0
TreHan,1998.0,1.0,thừa thiên - huế,mmtt0001,mmt&tt,cqui,11.0,d480299,thpt,33.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Gioi,Kha,7.02,6.77,7.29,6.81,6.94,5.84,13.0,20.0,24.0,19.0,18.0,17.0
TreHan,1998.0,1.0,lâm đồng,cntt0001,kttt,cqui,11.0,d480201,thpt,63.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Gioi,Gioi,Gioi,6.08,4.84,5.85,5.83,7.13,6.45,13.0,21.0,23.0,22.0,23.0,28.0
TreHan,1998.0,1.0,đồng nai,httt0001,httt,clc,11.0,d480104,thpt,48.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Trung Binh,Yeu,Kha,Kha,7.27,6.27,5.14,4.35,4.5,6.57,19.0,21.0,21.0,22.0,23.0,23.0
DungHan,1998.0,1.0,hồ chí minh,khmt2016.1,khmt,cqui,11.0,d480101,thpt,48.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Xuat Sac,Gioi,Gioi,8.6,7.71,8.48,8.72,8.0,9.08,19.0,21.0,24.0,20.0,16.0,16.0
DungHan,1998.0,1.0,lâm đồng,tmđt2016,httt,cqui,11.0,d480104,thpt,42.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Xuat Sac,Xuat Sac,Gioi,Kha,Gioi,8.38,7.95,7.99,7.41,7.59,7.32,17.0,24.0,23.0,16.0,19.0,17.0
TreHan,1998.0,1.0,đắk lắk,khmt0001,khmt,cqui,11.0,d480101,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Gioi,Gioi,Kha,Kha,6.52,4.11,6.17,6.5,6.1,6.18,17.0,19.0,19.0,19.0,16.0,23.0
TreHan,1998.0,0.0,đắk lắk,httt0001,httt,cqui,11.0,d480104,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,7.16,7.33,7.85,6.62,7.1,7.63,17.0,21.0,24.0,18.0,20.0,17.0
DungHan,1998.0,0.0,lâm đồng,cttt2016,httt,cttt,11.0,d480104,thpt,42.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,7.75,7.75,8.11,8.37,7.23,7.74,12.0,19.0,20.0,20.0,17.0,24.0
TreHan,1998.0,1.0,quảng ngãi,khmt0001,khmt,cqui,11.0,d480101,thpt,35.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Xuat Sac,Gioi,Kha,Gioi,6.02,5.88,6.98,6.29,7.11,6.94,13.0,18.0,23.0,17.0,21.0,20.0
TreHan,1997.0,1.0,hồ chí minh,ktpm0001,cnpm,clc,11.0,d480103,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Kha,Kha,7.64,7.16,7.68,7.2,5.74,7.41,19.0,17.0,24.0,24.0,15.0,23.0
TreHan,1998.0,1.0,hồ chí minh,httt0001,httt,clc,11.0,d480104,thpt,44.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Gioi,Kha,Kha,7.8,7.76,7.66,7.83,7.9,7.6,19.0,21.0,24.0,20.0,20.0,15.0
TreHan,1998.0,1.0,bình định,ktpm0001,cnpm,clc,11.0,d480103,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Gioi,Gioi,Kha,Kha,5.62,5.88,7.02,6.93,6.58,6.38,19.0,17.0,22.0,21.0,21.0,23.0
TreHan,1997.0,1.0,bình định,mmtt0001,mmt&tt,cqui,11.0,d480102,thpt,37.0,thpt,0.0,0.0,1.0,1.0,1.0,1.0,Trung Binh,Yeu,Kha,Kha,Kha,Kha,6.34,0.69,6.21,5.63,5.39,5.35,17.0,19.0,18.0,27.0,22.0,26.0
TreHan,1996.0,1.0,trà vinh,httt0001,httt,cqui,11.0,d480104,thpt,58.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Kha,Kha,5.14,7.01,6.87,5.76,5.96,4.77,13.0,19.0,23.0,22.0,22.0,22.0
TreHan,1998.0,1.0,thanh hoá,ktpm0001,cnpm,clc,11.0,d480103,thpt,44.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Gioi,Kha,Kha,7.63,8.02,7.75,8.37,5.96,7.21,19.0,17.0,22.0,14.0,21.0,19.0
TreHan,1998.0,0.0,nghệ an,httt0001,httt,cqui,11.0,d480104,thpt,29.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Xuat Sac,Xuat Sac,Gioi,Xuat Sac,Xuat Sac,7.13,7.15,8.49,7.08,7.54,7.33,17.0,21.0,22.0,24.0,20.0,18.0
TreHan,1998.0,1.0,lâm đồng,httt0001,httt,clc,11.0,d480104,thpt,42.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,5.77,6.69,6.32,6.33,6.38,4.28,19.0,28.0,23.0,23.0,19.0,17.0
DungHan,1998.0,1.0,khánh hoà,khmt2016.1,khmt,cqui,11.0,d480101,thpt,41.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Kha,Kha,Kha,Kha,5.48,4.58,5.51,5.89,6.49,6.69,17.0,25.0,24.0,32.0,23.0,23.0
DungHan,1998.0,0.0,bình định,attt2016,mmt&tt,cqui,11.0,d480299,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,Gioi,7.69,6.17,7.91,7.11,8.12,6.83,17.0,21.0,21.0,26.0,14.0,22.0
DungHan,1998.0,1.0,hồ chí minh,khtn2016,khmt,cntn,11.0,d480101,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Gioi,Gioi,Gioi,7.78,7.69,8.58,7.29,7.55,9.23,17.0,21.0,22.0,20.0,16.0,16.0
TreHan,1998.0,1.0,đắk lắk,ktpm0001,cnpm,clc,11.0,d480103,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Xuat Sac,Gioi,Gioi,6.4,6.63,7.66,8.44,5.75,7.38,19.0,17.0,22.0,14.0,21.0,19.0
TreHan,1998.0,1.0,đồng nai,httt0001,httt,cqui,11.0,d480104,thpt,48.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Xuat Sac,Gioi,7.31,5.93,7.65,8.2,7.94,8.05,17.0,20.0,24.0,20.0,23.0,19.0
TreHan,1998.0,1.0,bình định,cntt0001,kttt,cqui,11.0,d480201,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Xuat Sac,Xuat Sac,Gioi,Kha,7.74,7.88,8.37,8.08,7.32,7.8,15.0,18.0,23.0,22.0,20.0,20.0
DungHan,1998.0,1.0,đồng nai,mmtt2016,mmt&tt,cqui,11.0,d480102,thpt,48.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Xuat Sac,Xuat Sac,Xuat Sac,6.88,7.46,8.45,8.34,8.52,9.04,17.0,21.0,24.0,21.0,16.0,20.0
DungHan,1998.0,1.0,an giang,mmtt2016,mmt&tt,cqui,11.0,d480102,thpt,51.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,8.01,6.89,8.25,8.05,8.71,8.94,17.0,19.0,24.0,19.0,16.0,22.0
TreHan,1998.0,1.0,hồ chí minh,httt0001,httt,cttt,11.0,d480104,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Kha,Kha,Gioi,Gioi,6.72,7.13,7.48,8.41,7.42,8.24,12.0,19.0,23.0,20.0,17.0,21.0
TreHan,1998.0,1.0,khánh hoà,ktpm0001,cnpm,clc,11.0,d480103,thpt,41.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Kha,Kha,7.39,6.38,6.69,8.08,4.29,3.66,19.0,17.0,19.0,15.0,17.0,20.0
DungHan,1998.0,1.0,tiền giang,ktmt2016,ktmt,cqui,11.0,d520214,thpt,53.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kem,Kha,Xuat Sac,Gioi,Gioi,Xuat Sac,6.21,6.97,8.5,8.32,8.05,8.08,17.0,18.0,22.0,19.0,20.0,16.0
TreHan,1997.0,1.0,quảng nam,ktpm0001,cnpm,clc,11.0,d480103,thpt,34.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Xuat Sac,Xuat Sac,Kha,Gioi,Xuat Sac,7.83,7.74,7.5,7.94,8.08,8.0,19.0,21.0,24.0,20.0,19.0,19.0
DungHan,1996.0,1.0,hồ chí minh,attn2016,mmt&tt,kstn,11.0,d480299,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Kha,Gioi,Kha,Gioi,7.99,7.22,8.25,7.66,7.79,8.34,17.0,19.0,24.0,19.0,19.0,16.0
TreHan,1998.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,11.0,d520214,thpt,2.0,thpt,0.0,0.0,0.0,1.0,1.0,1.0,Trung Binh,Trung Binh,Kha,Trung Binh,Kha,Gioi,5.88,3.62,3.63,4.01,4.69,6.06,17.0,19.0,18.0,24.0,17.0,34.0
DungHan,1998.0,1.0,quảng nam,pmcl2016.2,cnpm,clc,11.0,d480103,thpt,4.0,chuyên,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Xuat Sac,Xuat Sac,Gioi,Gioi,Xuat Sac,8.69,8.15,8.95,8.07,8.04,8.76,19.0,21.0,19.0,17.0,17.0,19.0
TreHan,1997.0,1.0,quảng trị,mmtt0001,mmt&tt,cqui,11.0,d480102,thpt,32.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Gioi,Gioi,Xuat Sac,6.38,6.28,7.14,7.38,7.44,8.16,13.0,17.0,24.0,22.0,18.0,20.0
DungHan,1998.0,1.0,đắk lắk,tmđt2016,httt,cqui,11.0,d480104,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Xuat Sac,Xuat Sac,Gioi,8.05,7.14,8.11,7.35,7.67,7.98,17.0,19.0,22.0,18.0,18.0,18.0
