mssv,dien_tt,lop12_matinh,truong_thpt
fa9a928fxpvaibaexe+vxrd54hule4z76jaa4imd,thpt,5.0,thpt
23d70d65xpvaibaexe8n5o9ryaxum7akqakbji4e,thpt,49.0,thpt
38dfaa3axpvaibaexe8n5o9ryaxum97ariy9cfct,thpt,42.0,thpt
ed48a9e7xpvaibaexe8n5o9ryaxum4pxil843xxo,thpt,43.0,thpt
2a74f88bxpvaibaexe8n5o9ryaxum/skftagmfhd,thpt,53.0,thpt
2f08ec9fxpvaibaexe8n5o9ryaxum3abupqflqra,thpt,35.0,chuyên
ce6392c6xpvaibaexe8n5o9ryaxumwowulwjmgrv,thpt,2.0,thpt
605298bbxpvaibaexe8n5o9ryaxum+h2lm6cnnko,thpt,2.0,thpt
8646b3f5xpvaibaexe8n5o9ryaxum2xqqrhcbibu,thpt,2.0,thpt
b16d2c6cxpvaibaexe9+m/oqf3tjz8vrbldhle/b,thpt,36.0,thpt
a6cd7132xpvaibaexe9+m/oqf3tjz2yktxxv8oih,thpt,2.0,thpt
ec7d1459xpvaibaexe9+m/oqf3tjzwv+6vgda6l6,thpt,52.0,chuyên
f637a0cbxpvaibaexe9+m/oqf3tjz6dkt+ah/7cq,thpt,48.0,thpt
1aa2b660xpvaibaexe9+m/oqf3tjz9fpkuqh72mt,thpt,41.0,thpt
b4837441xpvaibaexe9+m/oqf3tjz8/jjsnoprlt,thpt,52.0,thpt
2b2263baxpvaibaexe9+m/oqf3tjz1l76/nzm+22,thpt,51.0,thpt
6abc72f1xpvaibaexe9+m/oqf3tjz2yg54bf7drh,thpt,2.0,thpt
434235f5xpvaibaexe9+m/oqf3tjz1iefjywfdzg,thpt,40.0,thpt
a23da9f1xpvaibaexe9+m/oqf3tjz85pfxwnpzkh,thpt,44.0,thpt
d53ca771xpvaibaexe+m4tiigwhbb6boecv0u+va,thpt,27.0,thpt
4d601bdaxpvaibaexe+m4tiigwhbb1hzk5bdlwht,thpt,28.0,thpt
88cbf05fxpvaibaexe+m4tiigwhbb4pruspby5jo,thpt,43.0,thpt
69d4baa3xpvaibaexe+m4tiigwhbb70jmyk7dwdj,thpt,34.0,thpt
cf3a0d0cxpvaibaexe+m4tiigwhbb5yefg7iu9mc,thpt,36.0,thpt
1341effdxpvaibaexe+m4tiigwhbb1seozht0eve,thpt,59.0,thpt
987683c0xpvaibaexe+m4tiigwhbb0zgoiaqscxl,thpt,40.0,thpt
a23ca93expvaibaexe+m4tiigwhbb0yikjit7ok8,thpt,2.0,thpt
b029ba21xpvaibaexe+m4tiigwhbb+o2m0ad4afq,thpt,37.0,thpt
21a6eabbxpvaibaexe+m4tiigwhbb1eigtzg5hr0,thpt,40.0,thpt
320b951dxpvaibaexe8b36blncvklrdcn/awszak,thpt,2.0,thpt
86c0aeb2xpvaibaexe8b36blncvkltwz8zqtwbf/,thpt,34.0,thpt
8103e225xpvaibaexe8b36blncvklw5o7ywccp/a,thpt,2.0,thpt
b4f05d8dxpvaibaexe8b36blncvklxvhvtsc/ozh,thpt,40.0,thpt
ab38fe2axpvaibaexe8b36blncvklrggzi8lvbg3,thpt,33.0,thpt
1d85aa76xpvaibaexe8b36blncvkltt+trsx8xsh,thpt,36.0,thpt
c3264f1fxpvaibaexe8b36blncvklb0thghw7q6q,thpt,2.0,thpt
de67562fxpvaibaexe8b36blncvkledwaxezlz0d,thpt,2.0,thpt
612d917cxpvaibaexe8b36blncvklegiviu311zg,thpt,37.0,thpt
8c92b867xpvaibaexe/4wytnp6rtwlsf3mt4zczf,thpt,2.0,thpt
7a8b1a8axpvaibaexe/4wytnp6rtwn3ner+chpx8,thpt,49.0,thpt
96529af5xpvaibaexe/4wytnp6rtwunt9ojnvnex,thpt,40.0,thpt
f4312684xpvaibaexe/4wytnp6rtwslvybqxxfeu,thpt,51.0,thpt
f02465f1xpvaibaexe/4wytnp6rtwjqmd+2i/7zt,thpt,32.0,thpt
a3a77666xpvaibaexe/4wytnp6rtwi1hkjcntucx,thpt,47.0,thpt
51e51137xpvaibaexe/4wytnp6rtwmbvxpbzksgh,thpt,48.0,thpt
67d96dacxpvaibaexe/4wytnp6rtwtpijpgcaods,thpt,26.0,thpt
7385ed20xpvaibaexe/4wytnp6rtwnqwbhvfb3cv,thpt,57.0,thpt
e2fe8f2fxpvaibaexe/4wytnp6rtwoz60tthv/fo,thpt,56.0,thpt
81dd8f95xpvaibaexe+ps8zyokgtsdyq8mhvnr6u,thpt,43.0,thpt
e2a33f44xpvaibaexe+ps8zyokgtsavihvz9td9t,thpt,2.0,thpt
0463acc3xpvaibaexe+ps8zyokgtsapa8xbcuvzs,thpt,48.0,thpt
80603101xpvaibaexe+ps8zyokgtswwsdkd2ddts,thpt,2.0,thpt
87f62987xpvaibaexe+ps8zyokgtszkfvqbmipq6,thpt,2.0,thpt
5d6370e0xpvaibaexe+ps8zyokgtsumfctaixb3s,thpt,41.0,thpt
f5bd9ae6xpvaibaexe+ps8zyokgtsfj6ogi6vbp/,thpt,57.0,thpt
af979a57xpvaibaexe+ps8zyokgtsxlxod3lu0g1,thpt,2.0,thpt
b0bc13d2xpvaibaexe+ps8zyokgtsz53ok69hcqb,thpt,38.0,thpt
8a60fbcbxpvaibaexe+ps8zyokgtsw7skpvxq6fd,thpt,2.0,thpt
de7fd669xpvaibaexe/igey/hml5ut9z8r6svfwh,thpt,32.0,thpt
be50f017xpvaibaexe/igey/hml5ulnwa7efwbsb,thpt,35.0,thpt
355e9171xpvaibaexe/igey/hml5upk2tviqsoui,thpt,2.0,thpt
509ccdaaxpvaibaexe/igey/hml5umnhiyjmyyvi,thpt,51.0,thpt
28af632axpvaibaexe/igey/hml5uqtu+pin9zpx,thpt,47.0,thpt
3b2ea3b7xpvaibaexe/igey/hml5umrucsvdzvz/,thpt,2.0,thpt
e13a60b7xpvaibaexe/igey/hml5uk2whhyz1ncy,thpt,39.0,thpt
ebfaf43fxpvaibaexe/igey/hml5usiih6gpbvgo,thpt,2.0,thpt
8b568da0xpvaibaexe/igey/hml5ul4jptkf6cgz,thpt,48.0,thpt
245799e9xpvaibaexe915nmcvixomosxjeudbwev,thpt,2.0,thpt
bf0f7abbxpvaibaexe915nmcvixomm3ldr4t2ekg,thpt,2.0,chuyên
e133fbd9xpvaibaexe915nmcvixomhhiii1wbawv,thpt,42.0,thpt
af041b0expvaibaexe915nmcvixomf4t+4qoc/vo,thpt,42.0,chuyên
052dd070xpvaibaexe915nmcvixomickunlcm3i6,thpt,25.0,thpt
fee05fb9xpvaibaexe915nmcvixomfwrivjs1nyi,thpt,48.0,thpt
78348465xpvaibaexe915nmcvixombuhsu8mmheb,thpt,2.0,thpt
15aa8239xpvaibaexe/iosun/i5gh7smedf+liq2,thpt,53.0,thpt
40caf9e4xpvaibaexe/iosun/i5gh+6l+u1dc+ej,thpt,42.0,thpt
124ee34axpvaibaexe/iosun/i5gh23geykxyh8c,thpt,2.0,thpt
e4bdf46fxpvaibaexe/iosun/i5gh9vtwqkm3ftu,thpt,2.0,thpt
2161dc77xpvaibaexe/iosun/i5gh7bbvfgf4qv0,thpt,2.0,thpt
b0c747aexpvaibaexe/iosun/i5gh/v9qxeixtvd,thpt,61.0,thpt
2a6fab56xpvaibaexe/iosun/i5gh/8jfgdvjfl9,thpt,2.0,thpt
3b01e703xpvaibaexe/iosun/i5gh+gbraremwvk,thpt,2.0,thpt
d2b86842xpvaibaexe/iosun/i5gh1/n8bawsvpr,thpt,37.0,thpt
b9f99d1bxpvaibaexe/iosun/i5gh7nm2kyyrrf8,thpt,53.0,thpt
f8264bb5xpvaibaexe+a3tjfwxprouvz3kzmmowl,thpt,30.0,thpt
d0ae1bfcxpvaibaexe+a3tjfwxproqlzsgusfm+e,thpt,34.0,thpt
688ad0f0xpvaibaexe+a3tjfwxprolqpmwwz78oz,thpt,34.0,thpt
b6126502xpvaibaexe+a3tjfwxprotwa32heozib,thpt,52.0,thpt
7f926d52xpvaibaexe+a3tjfwxprojp89wzoxxiu,thpt,39.0,chuyên
f64e5752xpvaibaexe+a3tjfwxpros2bocpvvfsi,thpt,2.0,thpt
c4cdf08dxpvaibaexe+a3tjfwxprolaug7ifmxdk,thpt,56.0,thpt
e904f32cxpvaibaexe9exxmvkemoje8d/bj+kgif,thpt,2.0,thpt
b5bef93fxpvaibaexe9exxmvkemojqj2b0xplyqv,thpt,33.0,thpt
f55a322axpvaibaexe9exxmvkemojruzednipos/,thpt,2.0,thpt
4cdf7d4axpvaibaexe9exxmvkemojdba0nx5vc13,thpt,61.0,chuyên
7ade97c3xpvaibaexe9exxmvkemojevtn+icxe2z,thpt,49.0,chuyên
c75ec022xpvaibaexe9exxmvkemojzd1cw/0sra0,thpt,34.0,chuyên
2472a653xpvaibaexe9exxmvkemojbd5wbw2yqnx,thpt,2.0,thpt
ca6c7872xpvaibaexe/baq/wvvlh/rxdmqpyzz1d,thpt,39.0,thpt
ed0136c2xpvaibaexe/baq/wvvlh/nzl+ie9y14x,thpt,48.0,thpt
0085722bxpvaibaexe/baq/wvvlh/v1e0jmnremc,thpt,28.0,thpt
766739dbxpvaibaexe/baq/wvvlh/pjzf3djwjdx,thpt,2.0,thpt
07608346xpvaibaexe/baq/wvvlh/ioekqztr4v2,thpt,53.0,thpt
6ffc54cdxpvaibaexe/baq/wvvlh/ox7dzmqruhm,thpt,38.0,thpt
3d11d120xpvaibaexe/baq/wvvlh/kaqcmuxtpcp,thpt,51.0,thpt
f4550ac6xpvaibaexe/baq/wvvlh/towepwnhgvv,thpt,50.0,thpt
2d5c8179xpvaibaexe/baq/wvvlh/i84b++u9lgu,thpt,35.0,thpt
8a0efd72xpvaibaexe+l4+qemj/l9argwg6uyf2x,thpt,2.0,thpt
a999581fxpvaibaexe+l4+qemj/l9fydnbewzgog,thpt,2.0,thpt
f06d81b0xpvaibaexe+l4+qemj/l9ujib2ok9dxa,thpt,40.0,thpt
0c55f744xpvaibaexe+l4+qemj/l9xg/kty2ub7m,thpt,57.0,thpt
95a27658xpvaibaexe+l4+qemj/l9qonfj/kpse7,thpt,2.0,thpt
9a7a149cxpvaibaexe+l4+qemj/l9adrt1medjeq,thpt,55.0,thpt
63b99375xpvaibaexe+l4+qemj/l9t/sfhr+bfr1,thpt,53.0,thpt
7ce35c08xpvaibaexe+l4+qemj/l9aygxcyw/1jo,thpt,2.0,thpt
9347378bxpvaibaexe+l4+qemj/l9fmupipqn+x5,thpt,2.0,thpt
de60d948xpvaibaexe8b6jbwyl2ytivca7+xa+fx,thpt,46.0,thpt
d1d5d865xpvaibaexe8b6jbwyl2ytinxwmu368ct,thpt,63.0,thpt
bb557cebxpvaibaexe8b6jbwyl2ytmuhmw+0cylz,thpt,54.0,chuyên
ba30ee30xpvaibaexe8b6jbwyl2ytklky20f+13d,thpt,53.0,thpt
80c9e79axpvaibaexe8b6jbwyl2ytjw1gv8fz6rw,thpt,32.0,thpt
877f427expvaibaexe8b6jbwyl2ytarzv0i6ok9u,thpt,2.0,thpt
7a4b058dxpvaibaexe8b6jbwyl2yti8eizkurcsw,thpt,2.0,thpt
011e3613xpvaibaexe8b6jbwyl2ytdqlxqdi7vkc,thpt,2.0,thpt
ac064bb4xpvaibaexe8b6jbwyl2ytex6waljlrnc,thpt,49.0,thpt
014ab13expvaibaexe8b6jbwyl2ytnvhs0daeuvk,thpt,54.0,thpt
74b42b90xpvaibaexe8t2+ly9ehsfp0qb8jhiqjl,thpt,2.0,thpt
cb97a650xpvaibaexe8t2+ly9ehsfofpoqp+l6or,thpt,33.0,thpt
42bf12eaxpvaibaexe8t2+ly9ehsfm5deuewfd2i,thpt,2.0,thpt
4cd815e5xpvaibaexe8t2+ly9ehsfj0d8p2y9uzx,thpt,2.0,thpt
dda186b3xpvaibaexe8t2+ly9ehsft2+h60gv5fz,thpt,48.0,thpt
b646c4d7xpvaibaexe8t2+ly9ehsftgr8dexq/1u,thpt,34.0,thpt
1ca01d16xpvaibaexe8t2+ly9ehsfqwt/qctrjhi,thpt,37.0,thpt
2b8081efxpvaibaexe8t2+ly9ehsfsznbw+e7ewx,thpt,29.0,thpt
fa7547adxpvaibaexe8t2+ly9ehsfusiz6fx/dtl,thpt,2.0,thpt
2dd3e6dfxpvaibaexe/nw3dhnqnhf1lqpxyt3uhk,thpt,48.0,thpt
f1af1834xpvaibaexe/nw3dhnqnhf60wkpucpxjg,thpt,32.0,thpt
57cc6f79xpvaibaexe/nw3dhnqnhf87snxdmglc7,thpt,43.0,thpt
43386d57xpvaibaexe/nw3dhnqnhfzjzvi0o00sj,thpt,2.0,thpt
08b2c14expvaibaexe/nw3dhnqnhf02cfeidmqez,thpt,53.0,thpt
2d45ba9bxpvaibaexe/nw3dhnqnhf2fnx9if55yh,thpt,40.0,thpt
1ca21fe7xpvaibaexe/nw3dhnqnhf2ietvzsrrsz,thpt,47.0,thpt
bce371d9xpvaibaexe/nw3dhnqnhfzsc5hfngifx,thpt,48.0,thpt
0e01b42bxpvaibaexe/nw3dhnqnhfx78gohy5uai,thpt,35.0,thpt
d127d9abxpvaibaexe/nw3dhnqnhf7vpirjnnnnv,thpt,51.0,thpt
2a0444d8xpvaibaexe8ylvtcvzcdlx6hdq24dliv,thpt,53.0,thpt
e6c61ec6xpvaibaexe8ylvtcvzcdlytg1bcz1kok,thpt,37.0,thpt
1594a858xpvaibaexe8ylvtcvzcdlv3aybmyr/kn,thpt,44.0,thpt
eb03867fxpvaibaexe8ylvtcvzcdltpj21ieypf3,thpt,52.0,thpt
efa7b0cbxpvaibaexe8ylvtcvzcdluhjkfh2ifyh,thpt,48.0,thpt
eb376b49xpvaibaexe8ylvtcvzcdlc3liwwiri7k,thpt,2.0,thpt
5c4dfcf2xpvaibaexe8ylvtcvzcdleqpri+w3u5z,thpt,2.0,thpt
267055f6xpvaibaexe8ylvtcvzcdlywsxo+oncmp,thpt,2.0,thpt
96c81740xpvaibaexe8ylvtcvzcdlvp7njtrswfb,thpt,2.0,thpt
ef0159f7xpvaibaexe8ylvtcvzcdlauuyuvl8vfl,thpt,2.0,thpt
a3b16a38xpvaibaexe+fbptg8oxoulsfmfhujau/,thpt,2.0,thpt
3b5a2570xpvaibaexe+fbptg8oxouiuqursrrpm4,thpt,39.0,thpt
b5ed311bxpvaibaexe+fbptg8oxouojxdpokwhz5,thpt,2.0,thpt
05ee77e5xpvaibaexe+fbptg8oxousia2iyzvnho,thpt,2.0,thpt
1a70d9fdxpvaibaexe+fbptg8oxour/ikgqvp4cm,thpt,32.0,thpt
6360eccbxpvaibaexe+fbptg8oxousud5cxpoxjf,thpt,2.0,thpt
99f828f0xpvaibaexe+fbptg8oxoun7x9qxazjfs,thpt,41.0,thpt
456f3dabxpvaibaexe+fbptg8oxoukkbczze7rfx,thpt,42.0,thpt
3bc3a57bxpvaibaexe+fbptg8oxoupfszjebagru,thpt,43.0,chuyên
2935531cxpvaibaexe+fbptg8oxouklkrc9oo2/c,thpt,2.0,thpt
cb548a33xpvaibaexe+t+pdylenbrh/msoum7hbm,thpt,52.0,thpt
08573ce9xpvaibaexe+t+pdylenbrucq28cqwkcu,thpt,42.0,thpt
9af6e142xpvaibaexe+t+pdylenbrirhlpnmnolr,thpt,2.0,thpt
6e1c6806xpvaibaexe+t+pdylenbrs1npbeodyfy,thpt,32.0,thpt
ce57739axpvaibaexe+t+pdylenbrvhrkizwwov8,thpt,51.0,thpt
8575bce8xpvaibaexe+t+pdylenbrq6k/k7kla6s,thpt,44.0,thpt
a250e6a4xpvaibaexe+t+pdylenbrtvsisnnchc4,thpt,41.0,thpt
d5654ca2xpvaibaexe+t+pdylenbrobexazpddao,thpt,58.0,chuyên
ea90c578xpvaibaexe+t+pdylenbrogwp4xpe1fi,thpt,40.0,thpt
64c7cd4bxpvaibaexe+t+pdylenbrg640+xmiape,thpt,34.0,chuyên
02b1b771xpvaibaexe/mfnbyxh05bwp2psmem6tl,thpt,59.0,chuyên
854baca2xpvaibaexe/mfnbyxh05b03wvm7utjgr,thpt,37.0,thpt
fd6d28d0xpvaibaexe/mfnbyxh05byrphkylznoq,thpt,61.0,thpt
d65ec4a2xpvaibaexe/mfnbyxh05b9afh/nbe41a,thpt,56.0,thpt
8935fa37xpvaibaexe/mfnbyxh05b8rcso0reek9,thpt,2.0,thpt
4d9103c3xpvaibaexe/mfnbyxh05b5ijj//r6upd,thpt,2.0,thpt
78f654b0xpvaibaexe/mfnbyxh05b+fwc/vm8ila,thpt,2.0,thpt
0c893a49xpvaibaexe/mfnbyxh05b28wnbqwscec,thpt,49.0,thpt
1e875540xpvaibaexe/mfnbyxh05b5brs1i0rr6p,thpt,2.0,thpt
d78cca63xpvaibaexe/m+/uawvehhfsvw6nr7w4b,thpt,63.0,thpt
8b9c9d85xpvaibaexe/m+/uawvehhfw+4ptc9ypm,thpt,45.0,thpt
d4ed7282xpvaibaexe/m+/uawvehhhldeptao8mm,thpt,2.0,thpt
af93f8a0xpvaibaexe/m+/uawvehhghesomp+ofs,thpt,42.0,thpt
65307159xpvaibaexe/m+/uawvehhf0l8ppczecl,thpt,40.0,thpt
cc4635aexpvaibaexe/m+/uawvehhl/ccua5posu,thpt,42.0,thpt
5224906bxpvaibaexe/m+/uawvehhhk9catezsrt,thpt,2.0,thpt
42e2c20axpvaibaexe/m+/uawvehhlicah+o4wgg,thpt,2.0,thpt
9e645ec5xpvaibaexe/m+/uawvehhm1fmatjj6hd,thpt,51.0,thpt
e2eb5f46xpvaibaexe/m+/uawvehhh14js6ghwce,thpt,52.0,chuyên
1aa45701xpvaibaexe/qpfjjxkb5fsgyiyn34kie,thpt,50.0,thpt
6d1a1dedxpvaibaexe/qpfjjxkb5fplgt14lsto2,thpt,43.0,thpt
a11f7e03xpvaibaexe/qpfjjxkb5fuux5ahomd0p,thpt,44.0,thpt
200c3ef0xpvaibaexe/qpfjjxkb5fsf40am+ayri,thpt,37.0,thpt
3569491fxpvaibaexe/qpfjjxkb5fnbuqjazoqe3,thpt,37.0,thpt
e969972fxpvaibaexe/qpfjjxkb5fofhe1uuykfi,thpt,54.0,thpt
024f7582xpvaibaexe/qpfjjxkb5fpc+ju5l2yoh,thpt,34.0,chuyên
41a97858xpvaibaexe/qpfjjxkb5frhnbdjtoh40,thpt,35.0,thpt
887b8381xpvaibaexe/qpfjjxkb5foyiyadyt4vi,thpt,2.0,thpt
9987c147xpvaibaexe/qpfjjxkb5fk0fx8sciu5w,thpt,48.0,thpt
e7547f9axpvaibaexe+rtfcnyqdp1hnu+/lwnxzt,thpt,35.0,thpt
1ba6a3ffxpvaibaexe+rtfcnyqdp1qmr4wimfc7s,thpt,33.0,thpt
50b7c353xpvaibaexe+rtfcnyqdp1lgeehd3c3x7,thpt,2.0,thpt
5066e750xpvaibaexe+rtfcnyqdp1gv8o5sqlltq,thpt,42.0,thpt
479ebe2expvaibaexe+rtfcnyqdp1gfgforc/nf7,thpt,56.0,thpt
1cf049edxpvaibaexe+rtfcnyqdp1ikn+f6kk5yh,thpt,48.0,thpt
5f21f5b1xpvaibaexe+rtfcnyqdp1md5rkojritl,thpt,49.0,thpt
e01bb56axpvaibaexe+rtfcnyqdp1qjviajlfwcw,thpt,41.0,thpt
eaaf64c2xpvaibaexe/cisftemjhag0vpie3n9pd,thpt,50.0,thpt
fa938a6expvaibaexe/cisftemjhafptf6edgpf9,thpt,51.0,thpt
d8082650xpvaibaexe/cisftemjhaernmlun1v2j,thpt,37.0,thpt
dfe813ccxpvaibaexe/cisftemjhai38rvnheztn,thpt,52.0,gdtx
48b2c8a9xpvaibaexe/cisftemjhakkcenbegudq,thpt,43.0,chuyên
5e44b4ecxpvaibaexe/cisftemjhaj9nyzox+tz0,thpt,41.0,thpt
8fee80f7xpvaibaexe/cisftemjham8beww1qcgg,thpt,48.0,chuyên
11dd1d9fxpvaibaexe/cisftemjhamr2fs9wf2c0,thpt,53.0,thpt
23ea7573xpvaibaexe/cisftemjhaoini5m49fl+,thpt,2.0,thpt
c54ae894xpvaibaexe/cisftemjhaorqnibsawbh,thpt,33.0,thpt
8f8fc083xpvaibaexe9suz+dc1ml5debihurm5hf,thpt,2.0,thpt
f09e416cxpvaibaexe9suz+dc1ml5jrumvawnfir,thpt,34.0,chuyên
d1a3b08axpvaibaexe9suz+dc1ml5mueimqx5iz8,thpt,4.0,thpt
7b6803eexpvaibaexe9suz+dc1ml5novzl9a9zry,thpt,53.0,thpt
87c95972xpvaibaexe9suz+dc1ml5px3vzdhlog1,thpt,58.0,thpt
1f7494efxpvaibaexe9suz+dc1ml5elrd7ydmdwi,thpt,2.0,thpt
ac872956xpvaibaexe9suz+dc1ml5ctn57li6l3j,thpt,32.0,thpt
1dd20c49xpvaibaexe9suz+dc1ml5it5iueasaed,thpt,52.0,thpt
6a6975c9xpvaibaexe9suz+dc1ml5iyabrorwa3h,thpt,29.0,thpt
cbc89467xpvaibaexe9suz+dc1ml5luftkkqpbu/,thpt,48.0,thpt
523fc174xpvaibaexe+0dwp+qxloyiscejfvmgyz,thpt,48.0,thpt
28142a5cxpvaibaexe+0dwp+qxloyvm0snhyvyqo,thpt,30.0,thpt
09241d2expvaibaexe+0dwp+qxloyjcqfawpo9qj,thpt,35.0,thpt
a179cc08xpvaibaexe+0dwp+qxloyk8aciqdzbzv,thpt,31.0,thpt
c8c4e0f7xpvaibaexe+0dwp+qxloyhmctx8zb86s,thpt,43.0,chuyên
deb1943bxpvaibaexe+0dwp+qxloylbpctgotxun,thpt,2.0,thpt
dc46d2d7xpvaibaexe+0dwp+qxloypdbj1htgit7,thpt,2.0,thpt
22dfb7ffxpvaibaexe+0dwp+qxloynrt5txbfoqv,thpt,46.0,thpt
519a061expvaibaexe+fw1bg/roenihveewxpi8l,thpt,48.0,thpt
1192c39axpvaibaexe+fw1bg/roenjznrhzecuml,thpt,2.0,thpt
cbb9c2ebxpvaibaexe+fw1bg/roenbld85qzjxln,thpt,48.0,thpt
85082bb5xpvaibaexe+fw1bg/roencrjf8tuewki,thpt,49.0,thpt
fe40c7daxpvaibaexe+fw1bg/roenfsq809vdbwx,thpt,2.0,thpt
93db83a1xpvaibaexe+fw1bg/roenik8qwl1us6q,thpt,40.0,thpt
3210a6c9xpvaibaexe+fw1bg/roenaqyg69prhcr,thpt,44.0,thpt
942f0218xpvaibaexe+fw1bg/roeng4l//m3cncy,thpt,32.0,thpt
dc8b0015xpvaibaexe+fw1bg/roenj9s+o9u9pfb,thpt,48.0,thpt
a5ae07d7xpvaibaexe+fw1bg/roengyuayxi/rsm,thpt,41.0,thpt
c01d2321xpvaibaexe9frfgwld9noyx31xsrfjuq,thpt,41.0,thpt
1ebb5cd4xpvaibaexe9frfgwld9noxkkputiomtp,thpt,2.0,thpt
f20a8094xpvaibaexe9frfgwld9notnp+badxrep,thpt,55.0,thpt
6ebc70d7xpvaibaexe9frfgwld9noxzbyfya6y58,thpt,39.0,thpt
e981bee6xpvaibaexe9frfgwld9noyekjvcxreh4,thpt,2.0,thpt
1ad25c50xpvaibaexe9frfgwld9noyiwb7jlp1qh,thpt,48.0,thpt
187596bfxpvaibaexe9frfgwld9nowvy+4kqbipb,thpt,49.0,thpt
d43b7616xpvaibaexe9frfgwld9noqxovzyrvxa3,thpt,34.0,thpt
6dd12accxpvaibaexe9frfgwld9notdbnbr3fd2h,thpt,2.0,thpt
a7ba56e0xpvaibaexe9frfgwld9nodf/pjec+zvg,thpt,32.0,thpt
6953df6bxpvaibaexe8xu1e8xgql2jzszas/iqve,thpt,45.0,thpt
d1eae9afxpvaibaexe8xu1e8xgql2gt9yiqyjugs,thpt,53.0,thpt
ee2f83f4xpvaibaexe8xu1e8xgql2a7dywo0e1ee,thpt,53.0,thpt
1771faa3xpvaibaexe8xu1e8xgql2dmzv7u92ah5,thpt,40.0,thpt
3d94aabbxpvaibaexe8xu1e8xgql2l9f6wwob2ic,thpt,41.0,thpt
c2c6f7bbxpvaibaexe8xu1e8xgql2jl1vo7878az,thpt,50.0,thpt
f731cb9dxpvaibaexe8xu1e8xgql2lgkqutu93os,thpt,42.0,thpt
a1e291c1xpvaibaexe8xu1e8xgql2cd2romv//qd,thpt,56.0,thpt
319ab5d6xpvaibaexe/x5ut1faytt3hox4+lgx0v,thpt,37.0,chuyên
15d699a1xpvaibaexe/x5ut1faytt/oqoq2vqypy,thpt,49.0,thpt
dfacc560xpvaibaexe/x5ut1fayttxgnk1+xahjh,thpt,58.0,thpt
87890aafxpvaibaexe/x5ut1faytt6t9uowjqbtf,thpt,2.0,thpt
d4d77b2bxpvaibaexe/x5ut1faytt4cr2b+oq5rp,thpt,22.0,chuyên
18d2a5cfxpvaibaexe/x5ut1faytt+zvvujp4fyr,thpt,37.0,thpt
da7b73d9xpvaibaexe/x5ut1fayttx7c+fsqykde,thpt,29.0,thpt
53886ccbxpvaibaexe/x5ut1faytt+gxayapk8b7,thpt,2.0,thpt
42a1ec5fxpvaibaexe/x5ut1faytt/i76nhllyrk,thpt,2.0,thpt
9b9a17c2xpvaibaexe/x5ut1faytt69tcyhczbgm,thpt,63.0,thpt
0f964870xpvaibaexe+xoev1vj5o23rpwoptobxn,thpt,48.0,chuyên
f1601417xpvaibaexe+xoev1vj5o22o5pgdzu7cx,thpt,36.0,thpt
4d5fd232xpvaibaexe+xoev1vj5o2weclpqjdh7d,thpt,2.0,thpt
991ee341xpvaibaexe+xoev1vj5o20s2y+57olxq,thpt,64.0,thpt
25f23be0xpvaibaexe+xoev1vj5o2ztsz/mxr7u7,thpt,2.0,thpt
b5249f9bxpvaibaexe+xoev1vj5o249zkcdijbyf,thpt,63.0,thpt
23b50a83xpvaibaexe+xoev1vj5o2yoxpaiz4rpd,thpt,59.0,thpt
33befdadxpvaibaexe+xoev1vj5o26vfbuxs7tf7,thpt,2.0,thpt
3560baa9xpvaibaexe+xoev1vj5o28x8ivox4ird,thpt,38.0,thpt
7a1f2fcbxpvaibaexe+xoev1vj5o21iufe2kobmi,thpt,49.0,thpt
700b9e8axpvaibaexe+nnqrni1k9jco1veany5ao,thpt,29.0,thpt
bb0bb65axpvaibaexe+nnqrni1k9jcc4u90m9qnh,thpt,31.0,thpt
32e372cfxpvaibaexe+nnqrni1k9jgymkixjkmc1,thpt,43.0,chuyên
74374c5bxpvaibaexe+nnqrni1k9jmk0ywiq/nck,thpt,38.0,chuyên
7f620e6axpvaibaexe+nnqrni1k9jgdo38ucjdck,thpt,30.0,thpt
f648358expvaibaexe+nnqrni1k9jiicx9wcexa+,thpt,41.0,thpt
ed534624xpvaibaexe+nnqrni1k9jpjvfy/pc6z4,thpt,48.0,thpt
b789a6f6xpvaibaexe+nnqrni1k9jddz/zrgz1g4,thpt,32.0,chuyên
03e9147dxpvaibaexe+nnqrni1k9jmnaja73zchh,thpt,51.0,thpt
17cd8d96xpvaibaexe8d4zyk6xks09nsfplyt+oy,thpt,2.0,thpt
230c026dxpvaibaexe8d4zyk6xks0xhc+gr08ndx,thpt,33.0,thpt
efce2778xpvaibaexe8d4zyk6xks03caqshnobty,thpt,32.0,thpt
c125fc73xpvaibaexe8d4zyk6xks00cdf5rlowyg,thpt,48.0,thpt
7a51b01axpvaibaexe8d4zyk6xks06tnh6+ad7sa,thpt,53.0,thpt
8a23ed0axpvaibaexe8d4zyk6xks05ghyj6r9ofc,thpt,32.0,thpt
55768d67xpvaibaexe8d4zyk6xks0+4cpjnp6lhs,thpt,37.0,thpt
c15e9180xpvaibaexe8d4zyk6xks0ywjs+82b5q4,thpt,2.0,thpt
9973bbe1xpvaibaexe8d4zyk6xks0ylyt58mrltf,thpt,53.0,thpt
8979f906xpvaibaexe8d4zyk6xks0+cmubemwt8p,thpt,53.0,thpt
e64cbee4xpvaibaexe+pfrkeojyoywunpcdatpyn,thpt,40.0,thpt
